round,ids
1,134
2,104;26;125;117
3,42
4,96;128;94;66;90
5,138;67;93;69
6,27;122;65;45;36
7,52;80;147;143
8,104;6;113
9,49
10,93;145;102;60
11,9;12
12,93;8
13,139;4;110;111
14,18;46;96
15,76;23
16,130;95;18;49
17,76;67;19
18,52;27;26
19,34;121;33
20,72;6
21,7;80
22,130;76;27;10;102
23,70
24,104;96;102
25,101;91
27,12;134;91
28,9;123;6
29,52;13;147
30,131;44;27;9
31,12;144;149
32,87;144
33,87;124;4
34,145;42;121
35,65;12;83
36,13;147;95
37,147;93
38,13;65;70
39,96;149
40,96;6
41,27;137
42,143
43,123;105;20
44,131;149
45,94;93;50
46,3;69
47,110;12;70
48,139;69;95
49,90;18
50,71;68;27
51,80;62
52,70;134;51
53,46;10
54,137;13;27;148
55,90;69;121
56,10;66;90
57,72
58,144;102
59,76;138;128
60,18;72;26
61,52;62;27;9
62,10;104;43
63,111;117
64,110;116;145
65,20;43
66,67;45;105
67,62;49;52;102
68,124;60;147;76;7
69,65;76;137;3;50
70,3;143;105;123
71,87;26
72,83
73,27;125;117
74,72;12
75,76;9
76,75;10
77,147;102;148
78,122;44;28;80
79,128;93;20
80,131;80;63
81,125;17;87;42;18
82,131;90;93;27
83,110;49
84,43;96;26
85,102;65;17
86,44;52;46
87,80;125;143
88,121;122;44
89,110
90,143;139;100;70;128
91,12;75;134
92,134;76;45;72;9
93,67;42;72;107
94,80;87;17;128
95,51;3
96,94;110;81;9
97,49;130;104
98,96;87
99,4;125;126;52
100,10;145
