round,ndi0_count,ndi1_count
1,380,3961
2,415,7587
3,608,4716
4,483,9060
5,387,8891
6,211,9480
7,583,7337
8,530,4292
9,693,5320
10,438,6566
11,373,3964
12,310,2549
13,332,5226
14,119,4699
15,377,2997
16,413,7573
17,873,6125
18,443,7317
19,359,6252
20,485,4082
21,393,4334
22,349,8081
23,357,2403
24,596,5825
25,138,1386
26,411,2322
27,343,4795
28,580,6177
29,299,4518
30,36,5830
31,362,5156
32,669,6117
33,456,5615
34,343,6383
35,294,7212
36,156,3974
37,409,3684
38,425,5137
39,274,2419
40,308,2903
41,65,2212
42,411,3376
43,381,4281
44,172,2037
45,104,2754
46,294,3168
47,195,3676
48,496,4711
49,354,2990
50,263,3612
51,75,1969
52,387,5046
53,115,1935
54,430,7133
55,319,4276
56,335,4499
57,200,1654
58,339,2533
59,443,4860
60,511,5574
61,188,8012
62,137,3678
63,369,2739
64,237,4506
65,349,2987
66,537,5794
67,184,5634
68,166,8705
69,282,9071
70,552,6206
71,512,4319
72,749,5011
73,420,5043
74,622,5592
75,188,2722
76,440,3885
77,324,3674
78,108,5512
79,339,3575
80,204,2805
81,41,8317
82,23,5460
83,221,2886
84,106,2534
85,310,4988
86,20,3026
87,249,3470
88,299,2662
89,271,1519
90,316,7389
91,13,2985
92,36,9508
93,178,4959
94,322,7028
95,253,2977
96,41,3776
97,225,4150
98,192,2643
99,191,6592
100,72,1890
