round,ids
1,4.73856
2,3.94807;4.33853;4.57203;4.60757;4.76007
3,3.24057;3.86003;4.28557
4,4.03103;4.65707;4.80357
5,3.47057;4.07853;4.42857;4.60757
6,3.64157;4.80507
7,3.40407;3.65903;3.97607;4.20657
8,3.74807;4.41353;4.41353;4.68207
9,4.28857;4.36606
10,4.50053;4.94607
11,4.65107;4.84807
12,3.31253;3.76957;4.57457
13,3.97456;4.01907;4.62707
14,3.32957;4.03207;4.12407
15,3.46853;4.84057
16,2.54306;2.86653;3.01807;3.68957
17,3.40753;3.81507;4.20857
18,3.51157;3.90853;4.23307;4.41207;4.58757
19,2.96157;3.21253;4.60853;4.83657
20,3.10106;3.71206;3.84157;4.44206
21,3.10507;3.58406;3.77857;3.78856;3.79406
22,4.11557;4.95353;4.97757
23,3.65057;4.02357;4.17207
24,2.89707;3.44657;3.62856;4.04007;4.10057
25,2.74606;3.46307;3.57057
26,3.42653
27,3.69007;4.52657;4.75306;4.78007
28,1.90956;2.20857
29,3.10603;3.32803;3.40453
30,2.95557;3.00007
31,3.67057;3.93607
32,2.82357;3.20607;3.47357;4.35807
33,3.23307;3.79553;4.14207
34,3.42457;3.53207;3.67503
35,3.81057;3.98103;4.54307;4.69007
36,3.17007;3.56307
37,3.65007
38,3.09856;3.94007;3.98907;4.00753;4.26107;4.56657
39,3.3955;3.4815;3.58796
40,2.64696;3.40797;4.06346;4.10746;4.121
41,2.79496;3.22446;3.384;3.794
42,2.589
43,2.69347;3.1475;3.33946;3.3885;3.41797
44,3.4505;3.588;4.65896
45,1.5525;1.8115
46,3.0185;3.7185;3.8475;4.267
47,2.49896;2.74946;3.13246;3.226
48,2.633;3.2265;3.305;4.178;4.50396
49,1.7125;1.9805;3.338
50,1.95346;2.4615;2.6715;2.697
51,3.2;3.47147;3.6965;4.0055
52,3.25347;3.30196;3.8735
53,2.3685;2.68446;3.383
54,1.551;3.103
55,2.4185;2.838;2.869
56,2.7345;2.7355;2.95897;4.49646
57,1.6165;4.049
58,2.6195;3.3405;3.4225;3.568;3.59846;4.545
59,2.1485;2.41;2.9025;2.9985
60,2.6705;3.01;3.21297;3.2135
61,2.7175;2.927;3.1215
62,2.441;2.72447;4.096
63,2.79896;3.54496;3.69946;4.17446;4.198;4.6505
64,2.29796;2.5995;2.76396;3.343
65,2.2805;3.008;3.1735;3.19696
66,2.7065;3.2685;3.4815;3.4885;3.62696;4.9645
67,1.8115;2.149;2.1515
68,2.492;3.14549;3.29649;3.6165;3.61946;3.678
69,2.34646;2.533;3.4135
70,3.024;3.2315;3.92796;3.983;4.0895;4.482
71,1.863;2.172;2.52
72,1.876;2.11247;2.299
73,2.0005
74,1.4005;1.59451
75,1.394;1.64146
76,2.22397;2.4895;3.10947;3.112;3.12146
77,3.34596;3.9835;4.09
78,2.08997;3.11046;4.99946
79,3.5115;3.666;3.67196;4.05447
80,1.574;1.9465
81,2.4625;2.793;3.82596
82,2.43846;2.62846;2.88;3.2475
83,2.345;2.6725;3.68346;4.56846
84,2.3305;2.92647;3.44651
85,2.6065;3.1645;3.16796;3.681;3.8985
86,2.7355;2.808;2.9565
87,2.0105;2.2445
88,2.58396;3.09896;3.2735;3.32;3.42596
89,2.068;2.7845;3.109
90,1.5055;1.77746;1.9505
91,3.0255;3.486;3.763;3.9845;4.0385
92,2.18947;2.5215;3.7155;4.315
93,2.52046
94,2.378;2.57796;4.81096
95,2.87;3.1255;3.1275;3.6
96,2.47;2.8725;3.1835;3.322;4.1135
97,1.833;3.5895
98,1.7275;2.1025;2.3185;3.513
99,1.676;2.21847;2.496;2.5565
100,2.559;2.7065;3.046;3.6065
