round,avg_ul_mcs
1,27.162
2,27.5263
3,27.7768
4,27.5946
5,27.2567
6,27.5639
7,27.5436
8,27.4729
9,27.0808
10,27.3309
11,27.2779
12,27.6697
13,27.6876
14,27.0353
15,26.8214
16,27.7114
17,27.1982
18,27.6876
19,27.5375
20,27.2962
21,27.9137
22,27.7868
23,27.0637
24,27.7792
25,26.4828
26,26.1319
27,27.6942
28,27.4229
29,27.7659
30,27.1818
31,26.6252
32,27.6331
33,27.5888
34,27.254
35,27.7826
36,27.0373
37,27.0024
38,27.8702
39,26.8634
40,27.8454
41,27.4179
42,26.7629
43,27.8835
44,27.1315
45,25.9615
46,27.2913
47,27.7525
48,27.698
49,27.2042
50,27.8197
51,27.7062
52,27.5868
53,27.0641
54,27.3709
55,27.4096
56,27.3629
57,26.8855
58,27.8152
59,27.3425
60,27.6905
61,27.5617
62,26.9253
63,27.8354
64,27.7011
65,27.7214
66,27.8325
67,27.7811
68,27.8699
69,27.5839
70,27.6121
71,27.8445
72,27.5083
73,26.5744
74,27.1338
75,27.3815
76,27.8696
77,27.3717
78,27.3217
79,27.8309
80,27.3963
81,27.4048
82,27.6369
83,27.3301
84,27.4618
85,27.5919
86,27.3506
87,27.0435
88,27.7726
89,27.1792
90,27.7187
91,27.5394
92,27.72
93,26.7746
94,27.728
95,27.2475
96,27.6693
97,26.8313
98,27.7305
99,27.7498
100,27.6506
