round,total_ul_rbg
1,32433
2,56420
3,53131
4,42717
5,45872
6,45889
7,42998
8,51577
9,38705
10,35091
11,39896
12,57203
13,51587
14,50916
15,40933
16,40401
17,52421
18,51730
19,45538
20,47519
21,46429
22,41212
23,31759
24,50238
25,34157
26,20174
27,52911
28,31350
29,41188
30,23171
31,36911
32,44013
33,37969
34,34817
35,55191
36,30515
37,27358
38,60986
39,40191
40,68306
41,49415
42,13305
43,46838
44,40727
45,28607
46,46495
47,39894
48,56819
49,32369
50,37007
51,43337
52,36227
53,38126
54,33262
55,39937
56,50374
57,24690
58,61118
59,43532
60,39844
61,46498
62,50206
63,65049
64,39527
65,50052
66,61073
67,27959
68,56679
69,37353
70,70501
71,30102
72,39223
73,17595
74,22070
75,25098
76,46658
77,36666
78,52904
79,65034
80,30859
81,37375
82,44623
83,45292
84,43207
85,54737
86,35485
87,22018
88,56416
89,52952
90,27728
91,53480
92,55228
93,22482
94,45595
95,43577
96,50987
97,35781
98,42063
99,37467
100,39987
