round,total_ul_rbg
1,59715
2,49812
3,45935
4,43898
5,45216
6,43962
7,44871
8,45069
9,44375
10,44633
11,46255
12,46788
13,45724
14,47446
15,43260
16,42742
17,46747
18,43653
19,42903
20,43962
21,44534
22,44017
23,43200
24,44377
25,42798
26,40561
27,45277
28,42296
29,44095
30,42362
31,45196
32,43918
33,43551
34,44351
35,47050
36,42629
37,43085
38,31935
39,32549
40,32696
41,31579
42,30014
43,32518
44,33285
45,31264
46,32093
47,31411
48,32410
49,30541
50,32267
51,33651
52,32951
53,29057
54,21124
55,21392
56,21420
57,20063
58,21289
59,20991
60,21044
61,22441
62,22211
63,21346
64,20750
65,21629
66,21580
67,20674
68,15829
69,20740
70,20828
71,20253
72,20951
73,20677
74,19841
75,20112
76,20965
77,20921
78,22090
79,22913
80,20480
81,21603
82,21485
83,21210
84,21669
85,23049
86,21033
87,20323
88,22853
89,21697
90,20102
91,21250
92,21410
93,21800
94,22002
95,20929
96,22586
97,20917
98,20784
99,20596
100,21837
