round,ids
1,90
2,121;104;5;56;84
3,101;94;18
4,62;130;95
5,80;123;143;45
6,109;19
7,101;35;94;126
8,124;46;128;122
9,117;116
10,91;134
11,87;42
12,18;124;62
13,107;131;145
14,73;53;49
15,116;93
16,92;115;91;13
17,117;74;53
18,139;60;27;131;65
19,147;72;42;43
20,126;94;84;3
21,34;147;121;138;72
22,58;7;66
23,74;113;72
24,104;24;133;95;110
25,134;55;150
26,24
27,6;5;25;135
28,126;111
29,138;18;81
30,58;49
31,79;18
32,120;19;110;71
33,60;113;33
34,121;55;83
35,62;80;9;87
36,112;126
37,8
38,100;131;96;144;104;71
39,19;66;81
40,116;133;18;70;44
41,139;113;45;72
42,114
43,25;49;83;62;42
44,53;138;31
45,100;137
46,46;130;77;126
47,143;92;45;107
48,27;132;131;128;122
49,73;53;52
50,51;74;101;6
51,53;83;125;145
52,128;65;57
53,134;139;120
54,12;148
55,121;138;83
56,134;130;5;69
57,147;141
58,135;12;79;120;8;85
59,60;119;21;91
60,101;9;34;44
61,4;64;89
62,139;60;133
63,113;94;130;77;4;114
64,100;91;7;31
65,6;70;44;62
66,83;128;76;33;96;125
67,140;66;126
68,116;140;101;58;94;35
69,94;53;135
70,55;101;92;19;8;118
71,101;74;81
72,107;51;133
73,43
74,101;25
75,19;7
76,62;61;134;7;112
77,7;43;2
78,138;124;57
79,121;144;133;35
80,94;6
81,27;62;114
82,92;107;133;6
83,139;83;18;23
84,140;124;50
85,19;62;55;57;50
86,93;144;91
87,101;144
88,126;79;64;102;112
89,19;5;124
90,139;26;34
91,139;7;44;6;80
92,112;107;6;136
93,62
94,121;46;20
95,147;112;20;35
96,53;61;76;79;2
97,111;118
98,50;113;46;148
99,49;56;45;5
100,113;137;50;7
