flow_id,src,sport,dst,dport,start,end,active_s,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,7.0.0.157,49153,5.0.0.2,50000,1.01011,8.03203,7.02192,88540.4,1206.92,1206.92,13.0644,2.34109,98.6369,1.36313,73874,1007,77715448,1059364
2,7.0.0.152,49153,5.0.0.2,50000,1.01177,498.886,497.874,1229.05,1227.39,1227.39,8.12573,0.831342,0.134786,99.8652,72708,72610,76488816,76385720
3,7.0.0.155,49153,5.0.0.2,50000,1.0127,263.687,262.674,2296.42,1212.19,1212.19,7.82837,0.938996,47.2138,52.7862,71674,37834,75401048,39801368
4,7.0.0.154,49153,5.0.0.2,50000,1.01927,186.035,185.015,3361.94,1247.69,1247.69,7.54851,0.910597,62.8876,37.1124,73908,27429,77751216,28855308
5,7.0.0.153,49153,5.0.0.2,50000,1.02099,1.42057,0.399581,1.55642e+06,1284.79,1284.79,7.34654,1.6473,99.9175,0.0825473,73897,61,77739644,64172
6,7.0.0.156,49153,5.0.0.2,50000,1.02531,498.883,497.857,1254.28,1253.6,1253.6,7.49014,0.710203,0.0539098,99.9461,74198,74158,78056296,78014216
7,7.0.0.105,49153,1.0.0.2,9,1.106,7.45207,6.34607,939.79,926.977,926.977,23.6392,1.56317,0.690335,99.3097,1014,1007,745496,735332
8,7.0.0.2,49153,1.0.0.2,9,1.124,6.02457,4.90057,114.997,88.4143,88.4143,16.1963,4.56799,3.26923,96.7308,520,503,70444,54160
11,7.0.0.144,49153,1.0.0.2,9,1.131,6.01656,4.88556,1199.96,1199.96,1199.96,17.3553,1.19487,0,100,979,979,732812,732812
12,7.0.0.149,49153,1.0.0.2,9,1.133,6.08457,4.95157,167.769,134.926,134.926,8.72975,2.49616,2.57827,97.4217,543,529,103840,83512
15,7.0.0.91,49153,1.0.0.2,9,1.168,6.00406,4.83606,1305.92,1212.25,1212.25,39.8279,1.71057,3.83104,96.169,1018,979,789440,732812
17,7.0.0.18,49153,1.0.0.2,9,1.175,5.43307,4.25807,214.189,170.346,170.346,11.3794,2.03687,3.27273,96.7273,550,532,114004,90668
19,7.0.0.105,49154,1.0.0.2,9,6.011,11.0041,4.99306,1178.78,1174.13,1174.13,29.8423,1.71173,0.203874,99.7961,981,979,735716,732812
21,7.0.0.85,49153,1.0.0.2,9,6.018,11.0041,4.98606,1208.39,1175.78,1175.78,10.6945,1.53198,1.40987,98.5901,993,979,753140,732812
