round,total_ul_rbg
1,51712
2,51482
3,52783
4,51822
5,52272
6,49968
7,51006
8,49604
9,46630
10,40591
11,38459
12,39972
13,39251
14,39169
15,39776
16,39015
17,41177
18,38355
19,38625
20,40219
21,41896
22,41762
23,39254
24,39106
25,41471
26,40689
27,38833
28,41794
29,41211
30,40591
31,39676
32,38202
33,41703
34,41139
35,37378
36,39655
37,39154
38,40454
39,41529
40,38913
41,38362
42,36926
43,38654
44,38571
45,36566
46,35928
47,38426
48,37186
49,38415
50,36798
51,36815
52,37436
53,37377
54,39334
55,37872
56,38383
57,37840
58,38777
59,38724
60,39256
61,38277
62,36573
63,37435
64,35994
65,38784
66,38154
67,38328
68,35711
69,38060
70,38424
71,37931
72,40033
73,27940
74,26312
75,26954
76,27127
77,26249
78,27651
79,25497
80,25488
81,26412
82,26762
83,26231
84,28247
85,25739
86,26576
87,26208
88,27309
89,27383
90,26608
91,27184
92,28250
93,27503
94,19738
95,26454
96,26793
97,26444
98,26061
99,20296
100,25896
