round,count
1,3825
2,4376
3,5496
4,4216
5,6181
6,3556
7,3173
8,3169
9,7210
10,7800
11,3554
12,4331
13,2763
14,2663
15,5155
16,3694
17,8317
18,3249
19,4497
20,5417
21,5559
22,6284
23,5012
24,3612
25,6938
26,3394
27,4811
28,6156
29,4967
30,6379
31,5071
32,3418
33,7211
34,4233
35,1748
36,5191
37,3998
38,6184
39,6179
40,4928
41,5629
42,3921
43,7430
44,6727
45,2616
46,2462
47,6073
48,3593
49,5292
50,3577
51,2757
52,4447
53,4608
54,4997
55,4462
56,5110
57,6302
58,6353
59,5593
60,6540
61,6229
62,5458
63,4415
64,3113
65,7544
66,5206
67,3823
68,2622
69,5739
70,5439
71,3128
72,4487
73,2592
74,2052
75,4888
76,3716
77,3693
78,3766
79,2420
80,1017
81,3706
82,1801
83,2130
84,7128
85,4217
86,3120
87,3817
88,2119
89,5721
90,2509
91,5205
92,5988
93,5863
94,8796
95,4126
96,4993
97,3523
98,3055
99,7538
100,703
