round,ids
1,1.31657;3.18903;3.18903
2,1.47057;3.91653
3,1.29503;3.69907;3.91407;4.57457
4,1.35353;3.80107;4.22757
5,3.68306;3.68607;3.75757
6,1.56307;3.75057;3.80657
7,1.30557;2.73503;3.63757
8,1.73057;2.97256;3.64007
9,1.36307;4.27557;4.91057;4.99756
10,1.19557;3.58957;3.68557;4.64657;4.95457
11,2.33857;3.46053
12,2.99306;3.12107;3.51206
13,1.20207;4.76606
14,1.31203;2.26957;2.55757
15,2.43157;4.16007;4.23607
16,2.14657;2.55457;3.39103
17,1.87603;4.37557;4.51807;4.51957;4.74007
18,1.15253;2.19257;2.27357;2.90007
19,1.79157;3.60057
20,1.63407;3.38157;3.39153
21,2.81207;3.55757;4.15506
22,1.24107;4.57307
23,3.11657;3.13506;3.18807
24,1.67957;1.81057;2.79507;4.67606
25,1.21857;3.68507;3.84257
26,1.84607;3.18157
27,1.45957;3.45556;3.45907
28,2.76453;2.90957;2.94157
29,1.75956;3.03807;3.05206
30,1.25057;3.20906;3.21303;3.57707;3.57806
31,1.83257;1.96007;3.63757;4.65007
32,1.47657;2.48057;2.63553
33,3.20106;3.20206;3.54853;3.62807;3.96257
34,1.66203;2.74107;4.06003
35,2.08607
36,2.70507;2.70753;2.84156
37,3.35453;3.66957
38,1.63203;3.89657;4.01607;4.94003
39,1.20606;3.44257;3.54803;3.63157
40,1.79557;1.86057;3.48257
41,1.20057;2.95407;2.95853;3.01107
42,2.45757;2.77007;3.05303;4.53207
43,1.19253;3.34057;3.99003;4.00957;4.55957
44,2.47207;2.59207;2.67057;3.98157
45,1.15553;2.37557;2.61607
46,1.25207;2.82107
47,1.95407;2.30203;3.63707;3.64656;3.69403
48,1.49257;2.98857;3.74507
49,2.39703;2.64907;2.81157;3.65207
50,1.13507;2.99607;3.21503
51,1.69903;4.15307
52,2.59657;2.59707
53,1.40657;2.58657;2.79357
54,1.23557;2.61007;2.61257;4.82357
55,1.19407;3.08003;3.08417
56,1.69757;3.20853;3.40207
57,1.36407;3.22907;3.55857;4.67057
58,1.25856;3.26007;3.60707;4.21507;4.51357
59,1.79603;1.90307;3.29707;4.24807
60,1.22257;3.25657;3.27407;4.16357;4.62257
61,3.00257;3.38203;3.38257
62,1.96307;3.73357;3.83256;3.98857
63,2.79657;3.32953;3.77103
64,1.17857;2.81657;3.00057
65,3.88557;4.14107;4.14203;4.16657;4.25503
66,1.92703;2.17003;3.47307;3.69607
67,1.51057;1.85457;3.92107;3.96957
68,1.73453;1.85853;2.03203
69,1.16057;3.06657;3.21656;3.48406
70,3.12557;3.12807;3.54357;4.32607
71,4.03007
72,2.60453;3.89606;4.52507
73,1.27157;2.23007;2.23057
74,1.83353
75,2.08656;2.21757;2.76107;2.82957
76,2.21807;2.29857
77,1.65903;1.71257;3.52403;4.63453
78,1.41353;2.69303;2.71056
79,1.07657;2.00557;2.00657
80,1.06407;1.33707
81,1.08607;2.53507;2.72857;3.13603
82,1.45857;3.89507
83,1.07407;1.95807;2.42006
84,2.61907;3.30653;3.57003;3.58407;3.65057
85,1.08857;2.58003;2.68807;2.70457
86,1.56857;1.56907;2.69407
87,1.48257;2.62557;2.62557;2.63006
88,4.05856
89,1.69007;1.82257;3.18457;3.18507;3.25857
90,1.79557;3.85107
91,1.12057;3.04307;3.04453;3.21307
92,1.43757;2.85306;2.85703;4.99103
93,1.15707;2.85207;2.85207;3.19703;3.23907
94,1.09457;2.75053;3.45007;3.47056;3.48907;3.52853
95,1.10854;2.53904;2.53954;2.64704
96,1.64704;1.71354;3.1245;3.436;4.73804
97,1.05954;2.34704;3.09454;3.77904
98,1.11454;2.13604;2.13804;2.33404
99,1.11904;2.77504;3.371;3.37354;3.37854;3.77304
100,1.46
