round,avg_ul_mcs
1,27.7073
2,27.2173
3,27.5937
4,27.4653
5,27.7364
6,27.6538
7,27.8372
8,27.3016
9,27.8158
10,27.6589
11,27.6087
12,27.9072
13,27.7451
14,27.5716
15,27.8927
16,27.039
17,27.7698
18,27.6891
19,27.888
20,27.5167
21,27.0272
22,27.4139
23,27.6927
24,27.6031
25,26.9759
26,27.6858
27,27.8033
28,27.382
29,26.1871
30,27.6078
31,27.2209
32,27.5098
33,27.4237
34,27.5197
35,27.4994
36,27.6322
37,27.2045
38,27.5754
39,27.6533
40,27.6999
41,27.6424
42,25.8814
43,27.2702
44,26.4597
45,27.6993
46,27.7483
47,27.4567
48,27.7541
49,27.7378
50,27.4812
51,26.8853
52,27.6748
53,27.5116
54,27.7758
55,27.161
56,27.5748
57,27.4626
58,27.2673
59,27.8484
60,27.7748
61,27.7215
62,27.6968
63,27.4821
64,27.5813
65,27.2973
66,27.0745
67,27.1307
68,27.8127
69,27.5929
70,27.4886
71,27.8057
72,27.5741
73,27.8399
74,27.8189
75,27.6876
76,27.6659
77,27.2784
78,27.4937
79,27.0164
80,27.5825
81,27.6837
82,27.6688
83,27.7414
84,27.8279
85,27.8538
86,27.7516
87,27.6381
88,27.3408
89,27.7256
90,27.5239
91,27.2585
92,27.4176
93,27.6904
94,27.7514
95,27.6384
96,27.3729
97,27.4758
98,27.5651
99,27.7012
100,27.5573
