round,total_ul_rbg
1,37714
2,36991
3,37101
4,38727
5,35213
6,37141
7,37288
8,36111
9,37601
10,36025
11,35395
12,34202
13,36400
14,38712
15,35969
16,36358
17,35549
18,35499
19,36960
20,35268
21,36785
22,34287
23,32787
24,31905
25,28463
26,23146
27,22220
28,23977
29,24271
30,23526
31,23056
32,23413
33,25743
34,25357
35,24699
36,22223
37,17786
38,19444
39,19941
40,18712
41,19092
42,18443
43,18025
44,19347
45,18163
46,18236
47,19181
48,18380
49,18345
50,19958
51,19195
52,20007
53,18601
54,19008
55,19227
56,18454
57,18912
58,19907
59,18441
60,19272
61,19191
62,18674
63,17912
64,18902
65,18539
66,19686
67,19475
68,18676
69,17740
70,18140
71,20588
72,18311
73,13673
74,19521
75,19024
76,20847
77,18134
78,18927
79,19223
80,19435
81,17969
82,18289
83,18526
84,18667
85,17904
86,18448
87,19352
88,18133
89,18485
90,17955
91,18879
92,19086
93,17617
94,18992
95,18631
96,17747
97,17469
98,19106
99,17946
100,18005
