round,ids
1,15;102;36;125
2,68;122;87
4,76;133;94
5,148;139;76
6,60;66;147;108
7,128;13;38;92
8,141;94
9,128;34;40;94
10,66;128;147
11,5;44
12,70;87;20;44
13,141;131;80;139
14,91;107
15,137;145;4;144;71
16,70;90
17,148;83;32
18,147;6;65
19,75;133;80;143;71
20,76;2
21,42;102
22,21;38;150
23,100;75;108;42
24,80;24;115
25,27;125;42
26,8;100;13;93
27,107;121;68;38;33
28,114;143;72
29,50;83
30,5;32;131;110
31,51;38;94
32,98;142;36;68;110
33,112;13;107
34,139;4;38
35,120;5;131
36,5;55;76;71;50
37,75;148;92
38,57;98;40;113
39,4;112;32;47
40,27;81;72;125;10
41,81;91;100;98;15
42,49;24;40
43,13;71
44,44;139
45,15;94;38
46,116;87;124;70
47,51;133;68;85
48,55;80;96;3;26
49,56;88;129;115
50,80;81;64;25
51,95;134
52,52;18;62
53,100;134;13
54,7;68;72;75
55,44;18;134;25
56,108;134
57,7;21;37;65
58,26
59,47;111;70;46;72
60,145;62;7;99
61,45;18;81;65
62,133;131;66;135
63,15;32;18
64,83;80;36
65,108;87;47;34
66,128;112
67,87;104
68,75;130;95;44
69,139;124;13
70,127;26;23
71,44;133;131;107;42
72,23;135;8;6
73,18;60;27;112;124;134
74,72;51;144;81;125
75,5;139;33;88;110
76,61;125;21;94
77,8;34;116;25
78,112;111;113
79,80;149;67
80,130;135;95;134
81,147;8;110
82,147;129;92
83,130;44;88;26;101
84,122;24;51;140;93
85,128;100;26
86,125;102;122;64;93
87,120;134;147;129;52
88,72;145;80
89,21;137;7
90,13;111;83;144
91,68;111;133
92,6;130;71;38;5
93,96;7;100;4
94,60;102;112
95,104;128;114;56;91
96,125;96;60
97,131;129
98,24;121;60;125
99,49;75;130
100,20;135;3;110;113;92
