round,avg_ul_mcs
1,27.5597
2,27.426
3,27.3073
4,27.7574
5,27.6102
6,27.2966
7,27.5708
8,27.2508
9,27.4987
10,27.7666
11,27.8414
12,27.0437
13,27.8333
14,27.4824
15,27.1963
16,27.3157
17,27.6489
18,27.0541
19,27.6205
20,27.6623
21,27.3195
22,27.4432
23,27.4647
24,27.4893
25,27.5511
26,27.4602
27,27.1486
28,27.2947
29,27.7643
30,27.436
31,27.7673
32,27.3422
33,27.7537
34,26.799
35,27.4699
36,27.3622
37,26.9987
38,27.4016
39,27.6921
40,27.2813
41,27.1808
42,27.6401
43,27.6085
44,27.1815
45,26.9827
46,27.6242
47,27.8841
48,27.8239
49,27.2485
50,27.4007
51,27.8291
52,27.5225
53,27.701
54,27.4343
55,27.8881
56,26.5803
57,27.46
58,27.7296
59,27.763
60,27.7514
61,27.7325
62,27.5042
63,27.4891
64,27.7936
65,27.75
66,27.5435
67,27.0187
68,27.7325
69,26.975
70,27.5262
71,27.2074
72,27.2739
73,27.5241
74,27.4817
75,27.4467
76,27.1159
77,27.3976
78,27.8734
79,26.9728
80,27.5079
81,27.3444
82,27.6464
83,27.8271
84,27.8815
85,27.5752
86,27.0589
87,27.8584
88,27.8712
89,27.5222
90,27.8752
91,27.8429
92,27.1064
93,27.3614
94,27.7571
95,27.6365
96,27.7823
97,27.6469
98,27.2971
99,27.6697
100,27.5429
