round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,05:53:22,06:00:20,417.901
2,6,11,5,06:00:20,06:07:36,436.234
3,11,16,5,06:07:36,06:15:39,483.341
4,16,21,5,06:15:39,06:23:41,481.249
5,21,26,5,06:23:41,06:31:53,492.483
6,26,31,5,06:31:53,06:39:46,472.65
7,31,36,5,06:39:46,06:48:08,502.193
8,36,41,5,06:48:08,06:56:06,477.869
9,41,46,5,06:56:06,07:03:16,430.636
10,46,51,5,07:03:16,07:10:45,448.596
11,51,56,5,07:10:45,07:18:52,486.761
12,56,61,5,07:18:52,07:25:54,422.459
13,61,66,5,07:25:54,07:32:51,417.1
14,66,71,5,07:32:51,07:40:31,459.994
15,71,76,5,07:40:31,07:48:00,448.713
16,76,81,5,07:48:00,07:55:31,451.335
17,81,86,5,07:55:31,08:02:49,437.605
18,86,91,5,08:02:49,08:09:03,374.196
19,91,96,5,08:09:03,08:16:54,471.281
20,96,101,5,08:16:54,08:24:42,467.552
21,101,106,5,08:24:42,08:31:30,407.979
22,106,111,5,08:31:30,08:38:10,399.885
23,111,116,5,08:38:10,08:45:53,462.667
24,116,121,5,08:45:53,08:52:26,393.353
25,121,126,5,08:52:26,08:59:38,432.553
26,126,131,5,08:59:38,09:06:37,418.672
27,131,136,5,09:06:37,09:14:29,472.234
28,136,141,5,09:14:29,09:21:32,422.373
29,141,146,5,09:21:32,09:28:52,440.14
30,146,151,5,09:28:52,09:36:51,479.553
31,151,155.743,4.74257,09:36:51,09:44:21,449.267
32,155.743,160.743,5,09:44:21,09:52:17,476.67
33,160.743,165.743,5,09:52:17,10:00:14,476.864
34,165.743,170.743,5,10:00:14,10:06:46,391.891
35,170.743,175.743,5,10:06:46,10:13:59,433.113
36,175.743,180.743,5,10:13:59,10:21:02,422.336
37,180.743,185.743,5,10:21:02,10:28:40,458.644
38,185.743,190.743,5,10:28:40,10:34:59,378.3
39,190.743,195.743,5,10:34:59,10:41:31,392.682
40,195.743,200.743,5,10:41:31,10:49:10,458.29
41,200.743,205.743,5,10:49:10,10:55:03,353.719
42,205.743,210.743,5,10:55:03,11:02:14,430.381
43,210.743,215.743,5,11:02:14,11:09:41,447.605
44,215.743,220.743,5,11:09:41,11:17:10,448.948
45,220.743,225.743,5,11:17:10,11:24:07,416.684
46,225.743,230.743,5,11:24:07,11:31:06,419.309
47,230.743,235.743,5,11:31:06,11:38:02,416.255
48,235.743,240.743,5,11:38:02,11:44:04,361.646
49,240.743,245.743,5,11:44:04,11:50:41,397.284
50,245.743,250.743,5,11:50:41,11:57:39,417.381
51,250.743,255.256,4.513,11:57:39,12:04:33,414.705
52,255.256,260.256,5,12:04:33,12:12:04,450.818
53,260.256,265.256,5,12:12:04,12:18:36,392.161
54,265.256,270.256,5,12:18:36,12:25:49,432.074
55,270.256,275.256,5,12:25:49,12:32:51,422.387
56,275.256,280.256,5,12:32:51,12:39:01,370.373
57,280.256,285.256,5,12:39:01,12:44:58,356.821
58,285.256,290.256,5,12:44:58,12:50:38,339.768
59,290.256,295.256,5,12:50:38,12:57:44,426.47
60,295.256,300.256,5,12:57:44,13:05:13,448.627
61,300.256,305.256,5,13:05:13,13:12:53,459.876
62,305.256,310.256,5,13:12:53,13:19:43,410.467
63,310.256,315.256,5,13:19:43,13:26:29,405.542
64,315.256,320.256,5,13:26:29,13:33:07,398.367
65,320.256,325.256,5,13:33:07,13:39:58,410.741
66,325.256,330.256,5,13:39:58,13:46:15,376.631
67,330.256,335.256,5,13:46:15,13:52:41,386.254
68,335.256,340.256,5,13:52:41,13:58:40,359.416
69,340.256,345.256,5,13:58:40,14:05:37,416.654
70,345.256,350.256,5,14:05:37,14:13:16,458.824
71,350.256,355.256,5,14:13:16,14:20:36,440.341
72,355.256,360.256,5,14:20:36,14:27:09,393.039
73,360.256,365.256,5,14:27:09,14:33:46,397.362
74,365.256,370.256,5,14:33:46,14:39:45,358.731
75,370.256,375.256,5,14:39:45,14:47:41,475.431
76,375.256,380.256,5,14:47:41,14:53:44,363.225
77,380.256,385.256,5,14:53:44,15:00:16,391.882
78,385.256,390.256,5,15:00:16,15:07:20,423.893
79,390.256,395.256,5,15:07:20,15:13:46,386.687
80,395.256,400.256,5,15:13:46,15:20:28,401.465
81,400.256,405.256,5,15:20:28,15:27:24,416.403
82,405.256,410.256,5,15:27:24,15:33:26,361.977
83,410.256,415.256,5,15:33:26,15:40:00,394.135
84,415.256,420.256,5,15:40:00,15:46:01,360.72
85,420.256,425.256,5,15:46:01,15:52:32,391.292
86,425.256,430.256,5,15:52:32,15:59:21,408.908
87,430.256,435.256,5,15:59:21,16:06:23,422.117
88,435.256,440.256,5,16:06:23,16:13:15,411.64
89,440.256,445.256,5,16:13:15,16:20:15,420.005
90,445.256,450.256,5,16:20:15,16:27:13,418.088
91,450.256,455.017,4.761,16:27:13,16:34:32,438.541
92,455.017,460.017,5,16:34:32,16:41:38,425.887
93,460.017,465.017,5,16:41:38,16:48:35,417.276
94,465.017,470.017,5,16:48:35,16:56:07,452.056
95,470.017,475.017,5,16:56:07,17:02:11,363.732
96,475.017,480.017,5,17:02:11,17:08:38,387.15
97,480.017,485.017,5,17:08:38,17:14:50,372.245
98,485.017,490.017,5,17:14:50,17:21:46,416.349
99,490.017,495.017,5,17:21:46,17:27:31,344.64
100,495.017,500.017,5,17:27:31,17:34:28,416.933
