round,count
1,5614
2,5636
3,6030
4,10147
5,8821
6,8447
7,4795
8,6723
9,5991
10,7387
11,10958
12,4663
13,6393
14,6758
15,7479
16,6260
17,5460
18,2773
19,8246
20,8249
21,4573
22,4307
23,8135
24,4294
25,4936
26,6282
27,7058
28,5948
29,6516
30,7394
31,10124
32,7219
33,8590
34,4349
35,5520
36,4539
37,6287
38,3115
39,4947
40,6732
41,1858
42,6676
43,6112
44,8341
45,6052
46,5790
47,7245
48,3595
49,3280
50,5456
51,8770
52,8572
53,6044
54,6473
55,8755
56,3176
57,2561
58,1627
59,7152
60,6632
61,7424
62,5220
63,5991
64,5403
65,5467
66,4254
67,3695
68,2965
69,4447
70,7905
71,8033
72,4809
73,4369
74,2427
75,8215
76,2986
77,4676
78,8497
79,3452
80,5086
81,6030
82,2834
83,5669
84,3545
85,5532
86,4394
87,8668
88,6546
89,6783
90,7029
91,9975
92,9017
93,5977
94,8620
95,3689
96,7080
97,3724
98,4733
99,2398
100,6241
