round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,3979.48,3790.48,3790.48,22.0085,2.46608,25.5471,74.4529,4341,3232,2487173,2369049
1,1,6,5,5.0.0.2,42021.8,5690.49,5690.49,10.0623,1.27798,86.461,13.539,24965,3380,26263626,3556556
2,6,11,5,1.0.0.2,4124.09,3861.75,3861.75,17.7219,2.24189,28.2502,71.7498,5515,3957,2577558,2413591
2,6,11,5,5.0.0.2,42128.9,5708.95,5708.95,10.06,1.27733,86.4517,13.5483,25029,3391,26330557,3568096
3,11,16,5,1.0.0.2,2872.26,2675.1,2675.1,21.8511,2.61326,2.42555,97.5744,4164,4063,1795164,1671938
3,11,16,5,5.0.0.2,42128.9,5708.95,5708.95,10.06,1.27733,86.4517,13.5483,25029,3391,26330557,3568096
4,16,21,5,1.0.0.2,5653.44,5462.85,5462.85,28.8436,2.38328,1.69864,98.3014,5004,4919,3533400,3414282
4,16,21,5,5.0.0.2,18460.1,4960.92,4960.92,8.37774,0.81435,73.1285,26.8715,10967,2947,11537538,3100573
5,21,26,5,1.0.0.2,5894.17,5766.59,5766.59,25.5755,1.78664,1.00733,98.9927,5460,5405,3683855,3604121
5,21,26,5,5.0.0.2,9576.19,4680.15,4680.15,7.60858,0.602183,51.1338,48.8662,5689,2780,5985119,2925093
6,26,31,5,1.0.0.2,5032.28,4851.96,4851.96,20.8705,1.79758,10.4804,89.5196,5620,5031,3145176,3032473
6,26,31,5,5.0.0.2,9576.19,4680.15,4680.15,7.60858,0.602183,51.1338,48.8662,5689,2780,5985119,2925093
7,31,36,5,1.0.0.2,3914.29,3741.12,3741.12,15.5771,1.33167,12.0273,87.9727,4839,4257,2446429,2338201
7,31,36,5,5.0.0.2,9576.19,4680.15,4680.15,7.60858,0.602183,51.1338,48.8662,5689,2780,5985119,2925093
8,36,41,5,1.0.0.2,3598.18,3340.15,3340.15,23.8965,2.5302,12.6916,87.3084,4893,4272,2248863,2087592
8,36,41,5,5.0.0.2,9576.19,4680.15,4680.15,7.60858,0.602183,51.1338,48.8662,5689,2780,5985119,2925093
9,41,46,5,1.0.0.2,4259.98,4067.58,4067.58,19.4559,1.97256,12.4834,87.5166,4526,3961,2662489,2542240
9,41,46,5,5.0.0.2,9576.19,4680.15,4680.15,7.60858,0.602183,51.1338,48.8662,5689,2780,5985119,2925093
10,46,51,5,1.0.0.2,5984.54,5855.13,5855.13,17.3486,1.52264,9.93744,90.0626,5595,5039,3740337,3659453
10,46,51,5,5.0.0.2,9576.19,4680.15,4680.15,7.60858,0.602183,51.1338,48.8662,5689,2780,5985119,2925093
11,51,56,5,1.0.0.2,6635.04,6521.47,6521.47,28.0489,1.86696,0.910683,99.0893,5710,5658,4146897,4075916
11,51,56,5,5.0.0.2,9576.19,4680.15,4680.15,7.60858,0.602183,51.1338,48.8662,5689,2780,5985119,2925093
12,56,61,5,1.0.0.2,3871.25,3735.16,3735.16,17.6086,1.8283,2.95934,97.0407,3886,3771,2419531,2334475
12,56,61,5,5.0.0.2,9576.19,4680.15,4680.15,7.60858,0.602183,51.1338,48.8662,5689,2780,5985119,2925093
13,61,66,5,1.0.0.2,4748.31,4706.74,4706.74,18.4347,1.3301,10.8261,89.1739,4600,4102,2967696,2941711
13,61,66,5,5.0.0.2,9576.19,4680.15,4680.15,7.60858,0.602183,51.1338,48.8662,5689,2780,5985119,2925093
14,66,71,5,1.0.0.2,5416.81,5285.71,5285.71,21.1594,1.58259,1.20803,98.792,4884,4825,3385505,3303570
14,66,71,5,5.0.0.2,9576.19,4680.15,4680.15,7.60858,0.602183,51.1338,48.8662,5689,2780,5985119,2925093
15,71,76,5,1.0.0.2,4900.51,4678.02,4678.02,25.2688,2.35952,2.12446,97.8755,4660,4561,3062817,2923763
15,71,76,5,5.0.0.2,9576.19,4680.15,4680.15,7.60858,0.602183,51.1338,48.8662,5689,2780,5985119,2925093
16,76,81,5,1.0.0.2,3356.43,3172.39,3172.39,20.7244,2.3331,2.22791,97.7721,3905,3818,2097768,1982742
16,76,81,5,5.0.0.2,9576.19,4680.15,4680.15,7.60858,0.602183,51.1338,48.8662,5689,2780,5985119,2925093
17,81,86,5,1.0.0.2,4696.87,4550.81,4550.81,16.2658,1.57702,11.0872,88.9128,4645,4130,2935545,2844258
17,81,86,5,5.0.0.2,9576.19,4680.15,4680.15,7.60858,0.602183,51.1338,48.8662,5689,2780,5985119,2925093
18,86,91,5,1.0.0.2,2517.93,2414.24,2414.24,12.9485,1.45694,26.3094,73.6906,3303,2434,1573705,1508901
18,86,91,5,5.0.0.2,9576.19,4680.15,4680.15,7.60858,0.602183,51.1338,48.8662,5689,2780,5985119,2925093
19,91,96,5,1.0.0.2,5909.77,5730.81,5730.81,26.517,1.94739,1.43979,98.5602,5348,5271,3693604,3581758
19,91,96,5,5.0.0.2,9576.19,4680.15,4680.15,7.60858,0.602183,51.1338,48.8662,5689,2780,5985119,2925093
20,96,101,5,1.0.0.2,6304.23,6201.36,6201.36,19.8385,1.50407,0.804721,99.1953,5592,5547,3940142,3875848
20,96,101,5,5.0.0.2,8200.11,4409.16,4409.16,7.62534,0.601561,46.2328,53.7672,4871,2619,5125067,2755723
21,101,106,5,1.0.0.2,3305.43,3123.27,3123.27,17.539,1.67449,12.8462,87.1538,3900,3399,2065893,1952043
21,101,106,5,5.0.0.2,4966.1,3772.28,3772.28,7.67293,0.59938,24.0339,75.9661,2950,2241,3103815,2357676
22,106,111,5,1.0.0.2,3716.11,3602.23,3602.23,14.338,1.69095,1.44886,98.5511,3451,3401,2322571,2251397
22,106,111,5,5.0.0.2,4966.1,3772.28,3772.28,7.67293,0.59938,24.0339,75.9661,2950,2241,3103815,2357676
