round,total_tbSize
1,3068980
2,3181976
3,2366651
4,5218176
5,3598005
6,4905111
7,2225704
8,3870813
9,4178682
10,5163101
11,4929991
12,3504714
13,3315102
14,4117824
15,4260362
16,3350073
17,3971020
18,1899933
19,4565438
20,5290102
21,3294676
22,3194500
23,5225801
24,3350163
25,3635045
26,3830580
27,3497235
28,4250433
29,4750219
30,3792221
31,5855459
32,3997201
33,4607188
34,3192899
35,3819197
36,3517333
37,3798097
38,2393906
39,3652407
40,3731918
41,2319278
42,4149368
43,4380001
44,4987323
45,3759458
46,3995155
47,4210807
48,2467013
49,2532750
50,4254523
51,5407770
52,5131294
53,4529015
54,5043778
55,4163956
56,2952763
57,3007310
58,1760288
59,3646365
60,4895216
61,5009032
62,3650745
63,4370391
64,3620938
65,3696424
66,3869030
67,3078763
68,2748918
69,2705189
70,6146161
71,4414634
72,4445181
73,2978799
74,2983434
75,4821559
76,3383608
77,3903139
78,4879161
79,2943582
80,3270945
81,4057496
82,3133080
83,3298135
84,2451314
85,3452348
86,4313782
87,4207618
88,4113386
89,4581203
90,4439890
91,5270712
92,4613652
93,4088673
94,5297290
95,3895885
96,3629288
97,3615258
98,3288426
99,2811675
100,3534414
