round,total_ul_rbg
1,27161
2,39358
3,32468
4,52824
5,58568
6,50018
7,40657
8,36216
9,37714
10,47235
11,42158
12,47857
13,50315
14,49019
15,17950
16,46610
17,45817
18,46100
19,56789
20,26443
21,47056
22,46317
23,28762
24,37564
25,45160
26,16495
27,29221
28,46783
29,41916
30,38702
31,38641
32,51375
33,49204
34,43546
35,52977
36,32546
37,19069
38,35849
39,14745
40,28597
41,46348
42,29205
43,27459
44,30455
45,30744
46,21117
47,36617
48,46154
49,23420
50,38983
51,29488
52,30742
53,31090
54,57402
55,27041
56,39235
57,22992
58,22418
59,33465
60,34649
61,35973
62,31064
63,29160
64,45866
65,41062
66,47262
67,40088
68,50413
69,48418
70,40436
71,42458
72,43667
73,43119
74,43398
75,17941
76,17969
77,34595
78,41739
79,41665
80,47732
81,52419
82,39608
83,51544
84,30582
85,35458
86,41046
87,34105
88,34856
89,19026
90,55199
91,53154
92,45501
93,45855
94,46365
95,21319
96,49221
97,52407
98,36636
99,60632
100,25202
