round,count
1,4412
2,7666
3,5182
4,9758
5,9323
6,8217
7,6583
8,5505
9,6109
10,6899
11,6152
12,5316
13,7142
14,5850
15,2676
16,6313
17,4005
18,5688
19,6425
20,2300
21,4981
22,6997
23,3650
24,4652
25,3717
26,2195
27,3500
28,4663
29,4252
30,5007
31,5222
32,5588
33,5624
34,4197
35,5461
36,3482
37,1799
38,3476
39,1912
40,3064
41,4188
42,3166
43,2797
44,2337
45,2156
46,2220
47,3782
48,5564
49,2260
50,3306
51,2257
52,2053
53,2227
54,5591
55,1765
56,3894
57,2146
58,1376
59,4194
60,2560
61,3079
62,2295
63,3516
64,4192
65,3521
66,4112
67,3521
68,5677
69,4434
70,4775
71,4975
72,5082
73,3301
74,3824
75,948
76,951
77,2830
78,4371
79,3151
80,4383
81,5549
82,4410
83,4795
84,1924
85,3116
86,3359
87,3662
88,2703
89,1744
90,4690
91,5343
92,4568
93,4096
94,4787
95,2952
96,4978
97,4887
98,2908
99,6294
100,2522
