round,ids
1,134
2,125;104;117
3,64
4,96;66;94;128;90
5,138;93;67;69
6,65;27;122;45;36
7,143;147;52;80
8,64
9,49;112
10,102;145;93;60
11,12;9
12,93;64;8
13,110;4;139
14,18;96;6;46
15,76
16,18;49;95
17,76;67;108
18,26;52;27;148
19,34;121;33;6
20,72;6
21,7;80
22,76;130;10;27
23,2
24,96;104
25,64;91;101
26,111
27,12;134
28,123;9;50;6
29,52;147;13;8
30,131;9;27;44
31,144;12
32,87;144;123;36
33,124;4;87;123
34,150;42;145;121
35,12;83;65;90
36,95;147;13
37,93;147
38,13;65;70
39,96
40,6;96
41,27;137
42,143;36
43,20;123
44,131;92
45,94;93;50
46,3;69
47,12;110;70
48,101;69;139;95
49,18;90
50,71;68;27
51,62;80;84
52,51;134;70
53,46;10
54,137;13;27;148;56
55,90;69;121
56,10;66;90;150
57,72;55
58,144;120
59,128;76;138
60,26;18;72
61,62;52;27;9
62,10;104;43
63,117;111
64,116;145;110
65,43;20
66,45;67;111
67,52;49;62
68,7;124;60;76;147
69,76;137;65;3;50
70,143;123;3;92
71,26;87
72,83
73,27;125;117;148
74,72;12;5;78
75,76;9
76,75;10
77,147;148;84
78,80;122;44;28
79,128;93;20;50
80,131;80;63
81,125;17;87;18;42
82,90;131;27;93
83,110;49;8;101
84,43;96;26
85,65;17;111
86,44;52;46
87,80;125;143
88,121;44;122
89,110;64
90,100;143;128;70;139
91,12;75;134;64;50
92,45;134;72;76;9
93,72;67;42;107
94,87;80;128;17
95,3;51
96,94;81;110;9;92
97,130;111;104;49;107
98,96;87;50
99,126;52;125;4;113
100,145;10
