round,avg_ul_mcs
1,27.1602
2,27.7939
3,27.66
4,27.5822
5,27.866
6,27.8939
7,27.4565
8,27.517
9,27.0977
10,27.6455
11,27.1417
12,27.4637
13,27.4728
14,27.7431
15,26.1708
16,27.4244
17,26.9456
18,27.5825
19,27.8265
20,27.6822
21,27.482
22,27.7249
23,26.9816
24,27.3134
25,27.5012
26,26.8105
27,27.1057
28,27.3605
29,27.2215
30,27.8602
31,27.5597
32,27.4554
33,27.7461
34,27.4741
35,26.7422
36,27.5597
37,27.3252
38,27.3334
39,26.386
40,26.891
41,27.1621
42,26.9286
43,27.0797
44,27.3817
45,27.5733
46,27.4162
47,27.5484
48,27.4064
49,27.0597
50,27.3678
51,27.6128
52,27.4311
53,27.0561
54,27.6784
55,27.5762
56,27.6107
57,26.9664
58,27.2057
59,27.5162
60,27.1059
61,27.6902
62,27.5447
63,26.903
64,27.5861
65,27.4621
66,26.9718
67,27.639
68,27.4597
69,27.7521
70,27.6798
71,27.1083
72,27.2139
73,27.7534
74,27.2759
75,27.4061
76,27.4111
77,27.1961
78,27.7881
79,27.6496
80,27.3867
81,27.6951
82,27.5224
83,27.6052
84,27.5504
85,27.284
86,26.9425
87,27.1748
88,27.4443
89,27.3096
90,27.7652
91,27.5424
92,27.8468
93,27.2405
94,27.5619
95,27.2991
96,27.7336
97,27.6083
98,27.2421
99,27.3848
100,27.381
