round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,2846.32,2638.08,2638.08,17.9462,2.25234,26.2838,73.7162,4440,3273,1778947,1648803
1,1,6,5,5.0.0.2,104693,5787.99,5787.99,10.9216,1.46885,94.4709,5.52912,62198,3439,65433070,3617495
2,6,11,5,1.0.0.2,5048.27,4941.14,4941.14,24.3022,1.83427,0.989499,99.0105,4952,4903,3155167,3088212
2,6,11,5,5.0.0.2,90819.9,5554.64,5554.64,10.8552,1.47845,93.884,6.11598,53957,3300,56762445,3471650
3,11,16,5,1.0.0.2,3262.86,3045.98,3045.98,19.4082,1.69348,14.1977,85.8023,4381,3759,2039288,1903735
3,11,16,5,5.0.0.2,44356.8,4730.95,4730.95,10.5827,1.51576,89.3333,10.6667,26353,2811,27723008,2956844
4,16,21,5,1.0.0.2,6103.04,6015.14,6015.14,25.0499,1.81918,0.782245,99.2178,5497,5454,3814402,3759460
4,16,21,5,5.0.0.2,15111.2,3822.84,3822.84,9.09385,1.07492,74.6937,25.3063,8978,2272,9444511,2389276
5,21,26,5,1.0.0.2,6756.81,6601.38,6601.38,23.7838,1.90424,1.17958,98.8204,5680,5613,4223005,4125861
5,21,26,5,5.0.0.2,12691.6,3747.71,3747.71,8.94003,1.0286,70.4642,29.5358,7540,2227,7932234,2342318
6,26,31,5,1.0.0.2,5976.69,5955.54,5955.54,21.6167,1.45933,0.181269,99.8187,4965,4956,3735433,3722214
6,26,31,5,5.0.0.2,12691.6,3747.71,3747.71,8.94003,1.0286,70.4642,29.5358,7540,2227,7932234,2342318
7,31,36,5,1.0.0.2,4949.87,4897.82,4897.82,21.2712,1.51645,0.705001,99.295,4539,4507,3093666,3061136
7,31,36,5,5.0.0.2,12691.6,3747.71,3747.71,8.94003,1.0286,70.4642,29.5358,7540,2227,7932234,2342318
8,36,41,5,1.0.0.2,4433.78,4260.9,4260.9,25.0113,2.08802,11.451,88.549,5100,4516,2771113,2663061
8,36,41,5,5.0.0.2,12691.6,3747.71,3747.71,8.94003,1.0286,70.4642,29.5358,7540,2227,7932234,2342318
9,41,46,5,1.0.0.2,3974.03,3723.54,3723.54,26.2799,2.97572,2.83853,97.1615,4298,4176,2483770,2327215
9,41,46,5,5.0.0.2,12064.9,3694.71,3694.71,8.83844,0.994612,69.3735,30.6265,7167,2195,7540534,2309191
10,46,51,5,1.0.0.2,5875.75,5705.63,5705.63,18.8812,1.7434,10.0088,89.9912,5675,5107,3672341,3566016
10,46,51,5,5.0.0.2,4972.74,3094.92,3094.92,7.41697,0.525104,37.7454,62.2546,2954,1839,3107963,1934325
11,51,56,5,1.0.0.2,4204.3,3912.65,3912.65,23.6776,2.55314,21.4368,78.5632,5220,4101,2627685,2445407
11,51,56,5,5.0.0.2,4972.74,3094.92,3094.92,7.41697,0.525104,37.7454,62.2546,2954,1839,3107963,1934325
12,56,61,5,1.0.0.2,4907.3,4687.28,4687.28,21.849,2.03859,8.08081,91.9192,4752,4368,3067063,2929548
12,56,61,5,5.0.0.2,4972.74,3094.92,3094.92,7.41697,0.525104,37.7454,62.2546,2954,1839,3107963,1934325
13,61,66,5,1.0.0.2,5492.58,5258.31,5258.31,25.3848,2.37431,2.14576,97.8542,5173,5062,3432860,3286444
13,61,66,5,5.0.0.2,4972.74,3094.92,3094.92,7.41697,0.525104,37.7454,62.2546,2954,1839,3107963,1934325
14,66,71,5,1.0.0.2,5392.03,5283.23,5283.23,27.9888,1.43244,9.80911,90.1909,5291,4772,3370016,3302018
14,66,71,5,5.0.0.2,4972.74,3094.92,3094.92,7.41697,0.525104,37.7454,62.2546,2954,1839,3107963,1934325
15,71,76,5,1.0.0.2,1971.81,1749.14,1749.14,21.1951,2.49466,23.1022,76.8978,2437,1874,1232379,1093212
15,71,76,5,5.0.0.2,4972.74,3094.92,3094.92,7.41697,0.525104,37.7454,62.2546,2954,1839,3107963,1934325
16,76,81,5,1.0.0.2,5651.8,5484.45,5484.45,21.6153,1.48766,1.40631,98.5937,5262,5188,3532372,3427779
16,76,81,5,5.0.0.2,4972.74,3094.92,3094.92,7.41697,0.525104,37.7454,62.2546,2954,1839,3107963,1934325
17,81,86,5,1.0.0.2,4213.07,4030.98,4030.98,17.6106,2.17444,13.499,86.501,4467,3864,2633169,2519366
17,81,86,5,5.0.0.2,4972.74,3094.92,3094.92,7.41697,0.525104,37.7454,62.2546,2954,1839,3107963,1934325
18,86,91,5,1.0.0.2,5517.7,5317.04,5317.04,29.8647,1.726,10.2766,89.7234,5206,4671,3448565,3323149
18,86,91,5,5.0.0.2,4972.74,3094.92,3094.92,7.41697,0.525104,37.7454,62.2546,2954,1839,3107963,1934325
19,91,96,5,1.0.0.2,6404,6277.88,6277.88,17.1802,1.43944,0.990462,99.0095,5452,5398,4002499,3923673
19,91,96,5,5.0.0.2,4972.74,3094.92,3094.92,7.41697,0.525104,37.7454,62.2546,2954,1839,3107963,1934325
20,96,101,5,1.0.0.2,2971.05,2898.8,2898.8,14.5624,1.71802,1.33612,98.6639,2395,2363,1856904,1811747
20,96,101,5,5.0.0.2,4972.74,3094.92,3094.92,7.41697,0.525104,37.7454,62.2546,2954,1839,3107963,1934325
21,101,106,5,1.0.0.2,4635.59,4354.14,4354.14,19.1775,2.1087,3.4188,96.5812,4446,4294,2897245,2721338
