round,ndi0_count,ndi1_count
1,373,4039
2,406,7260
3,414,4768
4,433,9325
5,361,8962
6,129,8088
7,307,6276
8,492,5013
9,689,5420
10,315,6584
11,692,5460
12,557,4759
13,711,6431
14,293,5557
15,466,2210
16,489,5824
17,343,3662
18,404,5284
19,342,6083
20,129,2171
21,506,4475
22,249,6748
23,600,3050
24,414,4238
25,462,3255
26,288,1907
27,307,3193
28,418,4245
29,234,4018
30,31,4976
31,411,4811
32,465,5123
33,343,5281
34,306,3891
35,392,5069
36,202,3280
37,25,1774
38,258,3218
39,193,1719
40,349,2715
41,476,3712
42,330,2836
43,279,2518
44,379,1958
45,165,1991
46,114,2106
47,233,3549
48,399,5165
49,198,2062
50,205,3101
51,121,2136
52,63,1990
53,159,2068
54,418,5173
55,30,1735
56,212,3682
57,184,1962
58,183,1193
59,303,3891
60,186,2374
61,2,3077
62,93,2202
63,483,3033
64,210,3982
65,505,3016
66,529,3583
67,229,3292
68,191,5486
69,171,4263
70,399,4376
71,566,4409
72,660,4422
73,199,3102
74,441,3383
75,0,948
76,0,951
77,346,2484
78,213,4158
79,218,2933
80,406,3977
81,162,5387
82,186,4224
83,458,4337
84,104,1820
85,301,2815
86,330,3029
87,238,3424
88,204,2499
89,80,1664
90,146,4544
91,282,5061
92,6,4562
93,277,3819
94,207,4580
95,131,2821
96,184,4794
97,369,4518
98,273,2635
99,460,5834
100,181,2341
