round,ids
1,3.65753;4.44057
2,3.61007;3.96656
3,4.12307
4,1.97657;4.76403;4.77807;4.86256
5,1.46657;4.37807;4.60857
6,1.30157;3.85253;3.97053;4.02157;4.51757
7,1.98457;1.99107;3.93207;3.93307
8,2.32753;3.53753;4.26157
9,3.11057
10,1.35407;3.93957;4.39407;4.71303
11,2.76107;2.76157
12,2.97757;4.69507
13,1.29203;3.39057;3.40207;3.42957
14,1.22706;3.19003;3.19357;3.31003
15,2.41303
16,1.20657;3.58603;4.70207;4.91207
17,1.81553;3.32253
18,1.78106;4.25607;4.25957
19,1.41007;3.89157;4.20556;4.68603
20,3.01707;4.70553
21,1.92757;2.01907;4.81407
22,1.73353;4.54857;4.85707
23,4.04457
24,2.37507;2.67653;4.97857
25,3.19157
26,3.10056
27,1.23657;2.02057
28,2.59053;2.63003
29,1.30357;4.12557;4.51557
30,1.23507;2.42207;2.43806
31,3.66107;3.80507;4.99557
32,1.58957;1.87707;3.26457
33,1.38157;3.07106;3.26603
34,1.25806;2.85007;3.23507;4.48357
35,1.17457;3.84207;3.89053;4.05653
36,1.26807;2.82257;2.89753
37,1.98953;3.04307
38,1.53857;1.57957;2.82007
39,1.19907
40,1.99057
41,1.95907;4.65253
42,2.33403;2.60207
43,1.97457;2.63807;4.30457
44,2.30607
45,2.24207;2.24353;2.46707;2.82806
46,1.87253;1.99557
47,2.38707;2.38857;2.46057
48,3.10106;3.19303;3.59357;4.27507
49,1.22557;1.52403
50,1.09357;2.27757
51,1.46253;2.15507
52,1.20007;2.96507;3.13953;4.70957
53,2.65507;3.88056;4.61707
54,1.15457;2.45757;4.23506
55,1.09157;2.52106;3.52307
56,1.29003;1.55853;2.75807;4.22057
57,1.05707;3.04957
58,1.15457
59,2.48957;2.53157;2.65707
60,2.51907;2.66406;2.70207
61,1.10007;2.56107;2.77457
62,1.22153;1.88507;2.13157
64,1.60357;1.64007;2.76407
65,1.46457;3.89007
66,1.52607;2.85953;4.30553;4.84507
67,1.69507;1.73357;2.87057
68,1.11057;2.74207;3.08353;3.08657;3.54607
69,1.13753;2.88007;3.23357;3.23557
70,1.61157;1.78456;3.90856
71,1.79757;2.37353;4.27106
72,2.36403;3.26657
73,1.22057
74,1.15106;2.09107
75,1.94656;2.26206
76,1.16353;2.03253;3.18853
77,1.44203
78,1.78257;2.86757;2.95657;3.17707
79,1.10707;2.48657;2.81353
80,1.40257
81,1.52403;1.85007;3.12657;3.12807;3.20153
82,1.57707;1.90757
83,1.55307;2.15807;2.84307
84,1.35857;2.16653;2.30257
85,1.20107;3.28507
86,1.54407;2.18507;2.18707
87,1.65307;2.72607;2.77956
88,1.07357;1.85207;2.59257
89,1.15007;3.26707
90,2.21807;2.58357;3.10407;3.25357;3.25507
91,1.50507;1.87707;2.40307;2.46907
92,1.58557;1.74107;3.13807;3.13807;3.21257
93,1.15607;2.57303;2.64507;2.94307
94,1.08757;2.41057;2.98107;3.46907
95,1.82657;1.82706
96,1.06003;2.40107;2.46657;3.15253
97,2.58807;2.71457;2.72557
98,1.16007;2.43303;3.59407;3.86057
99,1.17907;2.68607;2.85057;2.89807
100,1.65457;2.62353
