round,total_tbSize
1,3209983
2,3471317
3,3103644
4,4865241
5,4030882
6,4254827
7,3322590
8,4554151
9,3044798
10,5305329
11,1630569
12,4074499
13,3526711
14,3867831
15,1628528
16,4752850
17,2405596
18,3763899
19,4391969
20,3112569
21,2917050
22,2820538
23,2484710
24,3675114
25,1953004
26,1292949
27,2130987
28,2533204
29,3616612
30,2627681
31,3923513
32,2778133
33,2874126
34,3952182
35,4645477
36,2836284
37,3335715
38,3761059
39,823970
40,2397981
41,3793719
42,3091031
43,3539318
44,3184047
45,3853739
46,2131181
47,4045280
48,5966093
49,1648118
50,2581215
51,2980503
52,4302310
53,4138576
54,4310720
55,3513399
56,4732507
57,2513170
58,2391498
59,2845236
60,3358277
61,3558937
62,2968810
63,2016118
64,3708713
65,3309389
66,4497934
67,3803259
68,5588845
69,5054769
70,3259520
71,3999435
72,2754608
73,808293
74,2038455
75,2883863
76,3155268
77,1396391
78,3604735
79,2868399
80,3120400
81,4156886
82,3278091
83,3389533
84,3752143
85,2904523
86,3349430
87,4307951
88,2795595
89,2653424
90,4899194
91,3474872
92,4069749
93,3501664
94,3600970
95,3598439
96,3691405
97,2732815
98,4394952
99,3876056
100,3921297
