round,avg_ul_mcs
1,27.3447
2,27.7488
3,27.2756
4,27.8154
5,27.7746
6,27.8711
7,27.5877
8,27.4739
9,27.3913
10,27.6874
11,27.4976
12,27.5207
13,27.7036
14,27.6519
15,26.2714
16,27.6952
17,26.8928
18,27.3152
19,27.7833
20,26.8337
21,27.6882
22,27.3356
23,27.0791
24,27.5022
25,27.0036
26,27.3118
27,27.0185
28,27.2534
29,27.3122
30,27.6914
31,27.42
32,27.6039
33,27.4725
34,27.7732
35,27.6703
36,27.2981
37,27.1962
38,27.2979
39,26.9886
40,26.9655
41,27.1854
42,27.141
43,27.2418
44,26.8791
45,27.8035
46,27.4334
47,27.5823
48,27.5179
49,27.5073
50,27.3545
51,27.49
52,27.1671
53,27.1157
54,27.5367
55,27.0091
56,27.3228
57,26.5775
58,26.4935
59,27.6876
60,27.2369
61,27.3052
62,27.5144
63,26.8591
64,27.4629
65,27.2242
66,27.3154
67,27.4689
68,27.5588
69,27.6841
70,27.4324
71,27.563
72,26.8982
73,27.4366
74,27.0911
75,27.328
76,27.218
77,26.8924
78,27.7777
79,27.6413
80,27.2079
81,27.8472
82,27.4289
83,27.4015
84,27.672
85,26.9933
86,27.7893
87,27.3435
88,27.5767
89,26.5697
90,27.8439
91,27.7234
92,27.8
93,27.8026
94,27.7139
95,27.0881
96,27.6122
97,27.5883
98,27.5474
99,27.2205
100,27.0352
