round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,5628.74,5529.75,5529.75,23.4797,1.77066,1.75472,98.2453,5186,5095,3517960,3456095
1,1,6,5,5.0.0.2,271371,6234.43,6234.43,11.5393,2.01526,97.7032,2.29682,161223,3703,169607184,3896521
2,6,11,5,1.0.0.2,6138.8,6084.03,6084.03,27.367,1.33453,9.08136,90.9186,5715,5196,3836749,3802521
2,6,11,5,5.0.0.2,52658.3,4314.28,4314.28,11.8236,1.73276,91.8076,8.19242,31285,2563,32911460,2696422
3,11,16,5,1.0.0.2,3968.21,3707.26,3707.26,20.2293,2.49126,18.2895,81.7105,4560,3726,2480132,2317040
3,11,16,5,5.0.0.2,52658.3,4314.28,4314.28,11.8236,1.73276,91.8076,8.19242,31285,2563,32911460,2696422
4,16,21,5,1.0.0.2,4827.24,4735.04,4735.04,14.8922,1.48586,16.3347,83.6653,5222,4369,3017026,2959402
4,16,21,5,5.0.0.2,29650.2,3581.14,3581.14,9.2449,1.14241,87.9257,12.0743,17616,2127,18531398,2238213
5,21,26,5,1.0.0.2,3024.9,2887.04,2887.04,19.4363,1.37573,19.3222,80.6778,2862,2309,1890564,1804399
5,21,26,5,5.0.0.2,16589,3164.96,3164.96,7.24674,0.684599,80.9253,19.0747,9856,1880,10368140,1978097
6,26,31,5,1.0.0.2,3684.44,3549.55,3549.55,18.798,1.57406,15.3805,84.6195,3719,3147,2302775,2218471
6,26,31,5,5.0.0.2,16589,3164.96,3164.96,7.24674,0.684599,80.9253,19.0747,9856,1880,10368140,1978097
7,31,36,5,1.0.0.2,4339.84,4170.16,4170.16,16.0667,1.93402,1.76443,98.2356,4194,4120,2712399,2606352
7,31,36,5,5.0.0.2,11787.6,2847.59,2847.59,7.24591,0.674374,75.8389,24.1611,7003,1692,7367226,1779745
8,36,41,5,1.0.0.2,6812.06,6590.93,6590.93,20.7524,1.47754,1.81509,98.1849,5289,5193,4257539,4119328
8,36,41,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
9,41,46,5,1.0.0.2,6406.51,6341.74,6341.74,18.1439,1.61348,0.485269,99.5147,5770,5742,4004067,3963588
9,41,46,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
10,46,51,5,1.0.0.2,6271.85,5892.03,5892.03,28.8727,2.39949,3.04606,96.9539,5384,5220,3919906,3682521
10,46,51,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
11,51,56,5,1.0.0.2,5555.77,5434.07,5434.07,22.3871,1.48942,10.7392,89.2608,5438,4854,3472359,3396297
11,51,56,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
12,56,61,5,1.0.0.2,4964.32,4704.42,4704.42,14.9921,2.04814,10.4867,89.5133,4787,4285,3102699,2940262
12,56,61,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
13,61,66,5,1.0.0.2,5259.03,5095.3,5095.3,17.4899,1.9546,1.5667,98.4333,4468,4398,3286892,3184563
13,61,66,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
14,66,71,5,1.0.0.2,5416.61,5243.57,5243.57,23.5566,1.96662,1.58764,98.4124,4724,4649,3385381,3277229
14,66,71,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
15,71,76,5,1.0.0.2,3323.56,3094.35,3094.35,15.8039,2.27731,3.83707,96.1629,3388,3258,2077223,1933967
15,71,76,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
16,76,81,5,1.0.0.2,6288.36,6183.76,6183.76,31.2801,1.85357,0.836742,99.1633,5378,5333,3930225,3864852
16,76,81,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
17,81,86,5,1.0.0.2,3786.84,3677.37,3677.37,15.4793,1.32733,10.3734,89.6266,3856,3456,2366775,2298354
17,81,86,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
18,86,91,5,1.0.0.2,4796.2,4719.89,4719.89,16.8197,1.37024,3.75286,96.2471,4370,4206,2997622,2949933
18,86,91,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
19,91,96,5,1.0.0.2,4056.31,3906.72,3906.72,14.8018,2.21657,9.22131,90.7787,3904,3544,2535192,2441699
19,91,96,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
20,96,101,5,1.0.0.2,4857.75,4694.83,4694.83,19.8416,1.62413,13.9754,86.0246,4465,3841,3036091,2934266
20,96,101,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
21,101,106,5,1.0.0.2,6078.39,5926.59,5926.59,30.3838,1.53132,8.64486,91.3551,5564,5083,3798991,3704121
21,101,106,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
22,106,110.249,4.24857,1.0.0.2,8336.43,8289.61,8289.61,22.5026,1.57418,0.28887,99.7111,5885,5868,4427233,4402372
22,106,110.249,4.24857,5.0.0.2,4411.44,2360.05,2360.05,7.25216,0.653734,46.52,53.48,2227,1191,2342785,1253354
23,110.249,115.249,5,1.0.0.2,4858.72,4802.93,4802.93,13.7238,1.49506,0.539811,99.4602,4446,4422,3036697,3001834
23,110.249,115.249,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
24,115.249,120.249,5,1.0.0.2,5890.97,5846.84,5846.84,26.3656,1.56622,0.401776,99.5982,4729,4710,3681854,3654276
24,115.249,120.249,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
25,120.249,125.249,5,1.0.0.2,6029.27,5841.6,5841.6,26.8816,1.79108,1.68926,98.3107,4795,4714,3768293,3650999
25,120.249,125.249,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
26,125.249,130.249,5,1.0.0.2,3627.35,3537.06,3537.06,19.2645,1.76341,3.3068,96.6932,3266,3158,2267095,2210660
26,125.249,130.249,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
27,130.249,135.249,5,1.0.0.2,3855.27,3744.96,3744.96,15.3827,1.88966,9.81094,90.1891,3914,3530,2409542,2340598
27,130.249,135.249,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
28,135.249,140.249,5,1.0.0.2,5545.24,5315.6,5315.6,17.2266,2.71362,2.18062,97.8194,4540,4441,3465776,3322251
28,135.249,140.249,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
29,140.249,145.249,5,1.0.0.2,4528.06,4419.3,4419.3,16.9809,1.74289,7.46859,92.5314,4298,3977,2830039,2762061
29,140.249,145.249,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
30,145.249,150.11,4.861,1.0.0.2,7602.33,7486.5,7486.5,22.4708,1.38559,0.79602,99.204,6030,5982,4619368,4548986
30,145.249,150.11,4.861,5.0.0.2,4411.44,2360.05,2360.05,7.25047,0.653444,46.5071,53.4929,2548,1363,2680500,1434026
31,150.11,155.11,5,1.0.0.2,5925.19,5680.64,5680.64,21.8988,2.08599,2.05905,97.9409,5148,5042,3703241,3550401
31,150.11,155.11,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
32,155.11,160.11,5,1.0.0.2,4890.21,4765.75,4765.75,13.6058,1.53281,9.05781,90.9422,4394,3996,3056378,2978593
32,155.11,160.11,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
33,160.11,165.11,5,1.0.0.2,5159.17,5027.61,5027.61,16.1297,1.59284,8.61431,91.3857,4597,4201,3224479,3142257
33,160.11,165.11,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
34,165.11,170.11,5,1.0.0.2,3150.97,2974.13,2974.13,16.8575,2.29787,2.61071,97.3893,3026,2947,1969358,1858831
34,165.11,170.11,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
35,170.11,175.11,5,1.0.0.2,6094.13,5886.96,5886.96,37.575,1.50837,9.2816,90.7184,5387,4887,3808829,3679347
35,170.11,175.11,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
36,175.11,180.11,5,1.0.0.2,4661.52,4462.39,4462.39,14.6925,1.92562,5.44232,94.5577,4759,4500,2913452,2788993
36,175.11,180.11,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
37,180.11,185.11,5,1.0.0.2,5006.68,4883.64,4883.64,14.9958,1.60731,7.14431,92.8557,4913,4562,3129174,3052273
37,180.11,185.11,5,5.0.0.2,4411.44,2360.05,2360.05,7.25034,0.653405,46.509,53.491,2621,1402,2757148,1475032
38,185.11,190.11,5,1.0.0.2,5824.96,5688.15,5688.15,28.5784,1.62425,1.18723,98.8128,5138,5077,3640599,3555096
38,185.11,190.11,5,5.0.0.2,1791.94,1389.04,1389.04,7.22502,0.604899,22.4624,77.5376,1064,825,1119959,868152
39,190.11,195.11,5,1.0.0.2,6424.52,5953.74,5953.74,23.9414,1.75507,4.03796,95.962,5374,5157,4015326,3721087
39,190.11,195.11,5,5.0.0.2,1151.73,1151.73,1151.73,7.21213,0.579696,0,100,684,684,719831,719831
