round,total_ul_rbg
1,61849
2,39005
3,40008
4,30959
5,25840
6,26019
7,24688
8,19659
9,20724
10,21237
11,19336
12,19844
13,20554
14,19610
15,20946
16,20803
17,18847
18,20190
19,19476
20,19812
21,19690
22,18342
23,18730
24,20085
25,20131
26,20058
27,19135
28,20055
29,20109
30,20520
31,21013
32,19435
33,19627
34,20099
35,21976
36,20040
37,19737
38,11503
39,11007
40,8613
41,9567
42,10223
43,9694
44,10263
45,9960
46,9537
47,10053
48,10130
49,9177
50,6674
51,9145
52,10064
53,9817
54,10081
55,9861
56,9352
57,9770
58,9670
59,9784
60,9808
61,9840
62,10060
63,9310
64,9880
65,10056
66,9493
67,9346
68,10088
69,9491
70,10273
71,9862
72,9164
73,10041
74,9489
75,9367
76,9569
77,8928
78,9451
79,8522
80,9665
81,9099
82,10323
83,9300
84,9458
85,9139
86,10186
87,9531
88,9624
89,9576
90,9807
91,9349
92,9916
93,9682
94,9133
95,9743
96,9956
97,9650
98,9713
99,9354
100,10527
