round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,19:16:54,19:24:12,437.8
2,6,11,5,19:24:12,19:31:36,444.339
3,11,16,5,19:31:36,19:38:28,412.261
4,16,21,5,19:38:28,19:45:08,399.791
5,21,26,5,19:45:08,19:51:04,356.27
6,26,31,5,19:51:04,19:57:16,371.821
7,31,36,5,19:57:16,20:03:41,384.806
8,36,41,5,20:03:41,20:10:21,399.765
9,41,46,5,20:10:21,20:17:08,406.735
10,46,51,5,20:17:08,20:24:24,436.236
11,51,56,5,20:24:24,20:31:03,399.253
12,56,61,5,20:31:03,20:37:28,384.674
13,61,66,5,20:37:28,20:44:02,394.598
14,66,71,5,20:44:02,20:51:16,433.734
15,71,76,5,20:51:16,20:57:31,375.175
16,76,81,5,20:57:31,21:04:29,418.02
17,81,86,5,21:04:29,21:10:32,362.731
18,86,91,5,21:10:32,21:16:59,386.794
19,91,96,5,21:16:59,21:23:14,375.241
20,96,101,5,21:23:14,21:29:48,393.544
21,101,106,5,21:29:48,21:36:28,400.286
22,106,110.249,4.24857,21:36:28,21:42:34,366.075
23,110.249,115.249,5,21:42:34,21:48:59,384.744
24,115.249,120.249,5,21:48:59,21:55:35,396.674
25,120.249,125.249,5,21:55:35,22:02:08,392.503
26,125.249,130.249,5,22:02:08,22:08:17,368.726
27,130.249,135.249,5,22:08:17,22:14:33,376.082
28,135.249,140.249,5,22:14:33,22:21:02,389.059
29,140.249,145.249,5,22:21:02,22:27:23,381.452
30,145.249,150.11,4.861,22:27:23,22:34:25,421.679
31,150.11,155.11,5,22:34:25,22:41:01,396.535
32,155.11,160.11,5,22:41:01,22:47:17,375.131
33,160.11,165.11,5,22:47:17,22:53:42,385.195
34,165.11,170.11,5,22:53:42,22:59:54,372.451
35,170.11,175.11,5,22:59:54,23:06:42,408.267
36,175.11,180.11,5,23:06:42,23:13:18,395.746
37,180.11,185.11,5,23:13:18,23:19:53,395.25
38,185.11,190.11,5,23:19:53,23:26:59,425.424
39,190.11,195.11,5,23:26:59,23:33:49,410.354
40,195.11,200.11,5,23:33:49,23:39:24,334.462
41,200.11,205.11,5,23:39:24,23:45:16,352.404
42,205.11,210.11,5,23:45:16,23:51:35,378.877
43,210.11,215.11,5,23:51:35,23:57:51,375.689
44,215.11,220.11,5,23:57:51,00:04:48,417.785
45,220.11,225.11,5,00:04:48,00:11:12,383.262
46,225.11,230.11,5,00:11:12,00:17:16,364.52
47,230.11,235.11,5,00:17:16,00:23:45,388.8
48,235.11,240.11,5,00:23:45,00:30:06,381.407
49,240.11,245.11,5,00:30:06,00:36:01,354.789
50,245.11,248.464,3.354,00:36:01,00:41:12,310.653
51,248.464,253.464,5,00:41:12,00:47:06,353.938
52,253.464,258.464,5,00:47:06,00:53:26,380.199
53,258.464,263.464,5,00:53:26,00:59:18,351.505
54,263.464,268.464,5,00:59:18,01:06:13,415.132
55,268.464,273.464,5,01:06:13,01:12:53,400.413
56,273.464,278.464,5,01:12:53,01:18:48,354.951
57,278.464,283.464,5,01:18:48,01:25:40,411.935
58,283.464,288.464,5,01:25:40,01:32:01,381.052
59,288.464,293.464,5,01:32:01,01:38:18,377.374
60,293.464,298.464,5,01:38:18,01:44:16,357.151
61,298.464,303.464,5,01:44:16,01:50:47,391.577
62,303.464,308.464,5,01:50:47,01:56:50,362.64
63,308.464,313.464,5,01:56:50,02:03:03,373.269
64,313.464,318.464,5,02:03:03,02:09:52,409.245
65,318.464,323.464,5,02:09:52,02:16:53,421.032
66,323.464,328.464,5,02:16:53,02:23:21,387.981
67,328.464,333.464,5,02:23:21,02:29:39,377.875
68,333.464,338.464,5,02:29:39,02:35:11,331.532
69,338.464,343.464,5,02:35:11,02:41:54,403.388
70,343.464,348.464,5,02:41:54,02:47:46,351.699
71,348.464,353.464,5,02:47:46,02:53:56,369.706
72,353.464,358.464,5,02:53:56,02:59:18,322.115
73,358.464,363.464,5,02:59:18,03:05:13,355.121
74,363.464,368.464,5,03:05:13,03:11:09,356.687
75,368.464,373.464,5,03:11:09,03:17:35,385.99
76,373.464,378.464,5,03:17:35,03:23:15,339.13
77,378.464,382.988,4.5245,03:23:15,03:29:21,365.973
78,382.988,387.988,5,03:29:21,03:35:27,366.275
79,387.988,392.988,5,03:35:27,03:40:47,320.661
80,392.988,397.988,5,03:40:47,03:46:57,369.698
81,397.988,402.988,5,03:46:57,03:52:53,355.481
82,402.988,407.988,5,03:52:53,03:59:20,387.133
83,407.988,412.988,5,03:59:20,04:05:12,352.406
84,412.988,417.988,5,04:05:12,04:11:12,360.104
85,417.988,422.988,5,04:11:12,04:16:46,333.378
86,422.988,427.988,5,04:16:46,04:23:18,392.801
87,427.988,432.988,5,04:23:18,04:29:05,346.321
88,432.988,437.988,5,04:29:05,04:34:48,342.735
89,437.988,442.988,5,04:34:48,04:41:21,393.689
90,442.988,447.988,5,04:41:21,04:47:46,384.289
91,447.988,452.988,5,04:47:46,04:53:27,341.389
92,452.988,457.988,5,04:53:27,04:59:45,377.891
93,457.988,462.988,5,04:59:45,05:05:49,364.305
94,462.988,467.988,5,05:05:49,05:11:26,336.594
95,467.988,472.988,5,05:11:26,05:17:53,387.137
96,472.988,477.988,5,05:17:53,05:24:17,384.088
97,477.988,482.988,5,05:24:17,05:30:10,353.385
98,482.988,487.988,5,05:30:10,05:36:29,378.268
99,487.988,492.988,5,05:36:29,05:42:58,389.147
100,492.988,497.988,5,05:42:58,05:49:06,368.18
