round,avg_ul_mcs
1,27.7331
2,27.8564
3,27.5975
4,27.485
5,26.9415
6,27.1145
7,27.5352
8,27.6742
9,27.6037
10,27.5687
11,27.7325
12,27.0105
13,27.4187
14,27.6905
15,27.1948
16,27.698
17,27.6089
18,27.6038
19,27.1489
20,27.5359
21,27.7289
22,27.7488
23,27.6826
24,27.7838
25,27.7743
26,26.8997
27,27.3312
28,27.7115
29,27.6361
30,27.7102
31,27.2889
32,27.601
33,27.4309
34,27.3933
35,27.7785
36,27.4891
37,27.5627
38,27.0985
39,27.4862
40,27.5302
41,27.2693
42,27.649
43,27.7151
44,27.6441
45,27.6236
46,27.0352
47,27.5381
48,27.4387
49,27.4323
50,27.7752
51,27.7555
52,26.9511
53,27.2331
54,27.7072
55,27.7332
56,26.7583
57,27.7263
58,27.6534
59,27.619
60,27.0528
61,27.6273
62,27.5857
63,27.6665
64,27.6014
65,27.7675
66,27.521
67,27.604
68,25.8816
69,27.6555
70,27.1343
71,27.6508
72,27.5349
73,27.5894
74,27.653
75,27.641
76,27.5199
77,27.7794
78,27.3704
79,27.3913
80,27.6685
81,27.2205
82,27.7742
83,27.4277
84,27.5825
85,27.6073
86,27.5089
87,27.6573
88,27.6366
89,27.4405
90,27.2489
91,27.2419
92,27.4931
93,27.6143
94,27.6959
95,27.6372
96,27.5994
97,27.5204
98,27.3254
99,27.7008
100,27.021
