round,total_ul_rbg
1,43192
2,52981
3,35399
4,39876
5,26140
6,30425
7,39912
8,54784
9,56143
10,57418
11,43420
12,47985
13,49396
14,47854
15,34069
16,51051
17,30181
18,38849
19,40240
20,44100
21,51690
22,60726
23,41706
24,47080
25,51160
26,30711
27,34022
28,50508
29,43367
30,67404
31,51399
32,47669
33,45607
34,29172
35,48739
36,40880
37,44748
38,51744
39,60563
40,30759
41,28565
42,55956
43,54176
44,58418
45,52499
46,37546
47,51346
48,37110
49,50607
50,56870
51,43292
52,61713
53,39800
54,59566
55,56627
56,34177
57,58904
58,56210
59,46217
60,30164
61,45118
62,48665
63,39453
64,49753
65,57256
66,56302
67,47378
68,34009
69,53546
70,32353
71,50461
72,17889
73,42888
74,43417
75,45942
76,31513
77,59922
78,37484
79,17987
80,49775
81,43096
82,46072
83,39644
84,45170
85,26575
86,45586
87,32752
88,30911
89,47054
90,46804
91,25234
92,53691
93,48513
94,29866
95,49296
96,49363
97,32918
98,37508
99,60905
100,47465
