round,total_tbSize
1,3848361
2,4792228
3,3469786
4,3639061
5,2442251
6,2838201
7,3827631
8,5299158
9,5195155
10,5707824
11,4038882
12,4674003
13,4620477
14,4528902
15,3706123
16,4688250
17,2801110
18,3658815
19,3850284
20,4192127
21,4739124
22,5682116
23,3899252
24,4266351
25,4959844
26,2948612
27,3344247
28,5136066
29,4047101
30,6259990
31,4924942
32,4589638
33,4321627
34,3057482
35,4865607
36,3800824
37,4302062
38,4773957
39,6352368
40,2900112
41,2548831
42,5238693
43,5216160
44,5696603
45,5308914
46,3763607
47,5090489
48,3482783
49,4945367
50,5160643
51,4008330
52,5606581
53,4015033
54,5877729
55,5389415
56,3085289
57,5566191
58,5516293
59,4293176
60,3219654
61,4500458
62,4793076
63,3626795
64,4525049
65,5462106
66,5571778
67,4590642
68,3281793
69,4911816
70,3232704
71,5010045
72,1599939
73,4312923
74,4049582
75,4349801
76,2965818
77,5520340
78,3744277
79,1605542
80,4992476
81,3946308
82,4339453
83,3716095
84,4499130
85,2403477
86,4541006
87,3218936
88,2973017
89,4689725
90,4464557
91,2504261
92,5423983
93,4718322
94,2763631
95,4494538
96,4747916
97,3080495
98,3613901
99,5918169
100,4468722
