round,total_ul_rbg
1,57158
2,56868
3,55739
4,45341
5,57599
6,56687
7,57475
8,62119
9,57648
10,55605
11,57756
12,65188
13,47944
14,57967
15,49572
16,57928
17,55899
18,56867
19,61072
20,56887
21,62320
22,64943
23,61606
24,52833
25,64581
26,52126
27,56655
28,54381
29,61169
30,53247
31,64696
32,58399
33,25623
34,59451
35,56384
36,49045
37,42340
38,45448
39,55917
40,47396
41,40611
42,58877
43,53292
44,59584
45,55880
46,61740
47,52615
48,47698
49,59191
50,57566
51,50949
52,44570
53,47328
54,58637
55,51683
56,45395
57,45062
58,55491
59,55119
60,52941
61,61359
62,55743
63,43289
64,60838
65,60311
66,27906
67,47746
68,51723
69,58554
70,56201
71,55461
72,47066
73,63792
74,63512
75,59896
76,55537
77,62668
78,56719
79,52964
80,57486
81,55690
82,46230
83,45442
84,48061
85,47384
86,57426
87,58252
88,61879
89,45082
90,46961
91,27828
92,51872
93,37846
94,38166
95,58741
96,62655
97,56116
98,59465
99,37048
100,46435
