round,success_count
1,4
2,6
3,6
4,5
5,5
6,6
7,6
8,6
9,6
10,6
11,6
12,6
13,4
14,6
15,4
16,5
17,6
18,6
19,6
20,5
21,6
22,6
23,6
24,5
25,6
26,5
27,6
28,5
29,5
30,5
31,6
32,6
33,1
34,4
35,6
36,5
37,4
38,5
39,6
40,4
41,4
42,5
43,4
44,6
45,6
46,6
47,5
48,5
49,6
50,6
51,5
52,2
53,5
54,6
55,5
56,5
57,5
58,6
59,6
60,5
61,6
62,5
63,4
64,6
65,6
66,3
67,5
68,5
69,5
70,6
71,6
72,5
73,5
74,5
75,5
76,6
77,6
78,6
79,4
80,6
81,6
82,5
83,5
84,5
85,5
86,5
87,6
88,6
89,5
90,5
91,3
92,5
93,4
94,4
95,5
96,6
97,6
98,6
99,4
100,5
