round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,06:38:55,06:46:17,441.473
2,6,10.4766,4.47657,06:46:17,06:52:48,390.81
3,10.4766,14.6316,4.155,06:52:48,06:59:07,379.524
4,14.6316,19.6316,5,06:59:07,07:05:49,401.285
5,19.6316,24.6316,5,07:05:49,07:13:05,436.691
6,24.6316,28.7326,4.101,07:13:05,07:19:02,356.406
7,28.7326,33.0561,4.3235,07:19:02,07:25:14,371.967
8,33.0561,37.4696,4.4135,07:25:14,07:31:32,378.34
9,37.4696,41.334,3.86446,07:31:32,07:37:04,331.577
10,41.334,45.1601,3.82604,07:37:04,07:42:59,355.713
11,45.1601,49.1121,3.952,07:42:59,07:49:04,364.52
12,49.1121,53.8581,4.746,07:49:04,07:55:48,404.481
13,53.8581,58.8581,5,07:55:48,08:02:36,407.718
14,58.8581,63.0521,4.194,08:02:36,08:08:42,365.895
15,63.0521,68.0521,5,08:08:42,08:15:32,409.824
16,68.0521,73.0521,5,08:15:32,08:22:19,407.393
17,73.0521,76.9251,3.873,08:22:19,08:28:18,359.125
18,76.9251,81.0581,4.133,08:28:18,08:34:20,361.941
19,81.0581,85.6291,4.571,08:34:20,08:40:45,385.121
20,85.6291,90.6291,5,08:40:45,08:47:42,416.702
21,90.6291,95.4636,4.8345,08:47:42,08:54:52,430.32
22,95.4636,100.316,4.852,08:54:52,09:01:50,417.968
23,100.316,104.929,4.6135,09:01:50,09:08:39,409.195
24,104.929,109.929,5,09:08:39,09:15:52,432.279
25,109.929,114.321,4.392,09:15:52,09:22:14,381.862
26,114.321,119.321,5,09:22:14,09:29:03,409.09
27,119.321,123.282,3.96046,09:29:03,09:35:07,364.491
28,123.282,128.282,5,09:35:07,09:41:53,406.058
29,128.282,133.282,5,09:41:53,09:49:07,434.065
30,133.282,138.282,5,09:49:07,09:56:01,413.983
31,138.282,142.798,4.516,09:56:01,10:02:32,390.533
32,142.798,146.907,4.10954,10:02:32,10:08:34,361.911
33,146.907,151.907,5,10:08:34,10:14:51,377.096
34,151.907,156.907,5,10:14:51,10:21:57,426.491
35,156.907,160.534,3.6265,10:21:57,10:27:33,335.408
36,160.534,165.534,5,10:27:33,10:33:59,385.87
37,165.534,170.534,5,10:33:59,10:40:23,384.453
38,170.534,175.534,5,10:40:23,10:46:57,394.271
39,175.534,179.017,3.483,10:46:57,10:52:25,327.323
40,179.017,184.017,5,10:52:25,10:58:57,392.452
41,184.017,189.017,5,10:58:57,11:05:08,370.713
42,189.017,194.017,5,11:05:08,11:11:55,406.98
43,194.017,199.017,5,11:11:55,11:18:36,400.733
44,199.017,202.916,3.899,11:18:36,11:24:11,335.923
45,202.916,206.655,3.73946,11:24:11,11:29:39,327.473
46,206.655,210.683,4.02804,11:29:39,11:35:23,344.114
47,210.683,215.683,5,11:35:23,11:42:05,401.541
48,215.683,220.683,5,11:42:05,11:48:32,387.561
49,220.683,224.668,3.985,11:48:32,11:54:19,346.474
50,224.668,228.53,3.862,11:54:19,11:59:58,339.597
51,228.53,233.53,5,11:59:58,12:06:34,395.443
52,233.53,238.53,5,12:06:34,12:12:50,376.54
53,238.53,243.53,5,12:12:50,12:19:27,396.514
54,243.53,247.601,4.071,12:19:27,12:25:15,348.499
55,247.601,252.601,5,12:25:15,12:31:44,388.843
56,252.601,257.601,5,12:31:44,12:38:02,377.518
57,257.601,262.601,5,12:38:02,12:44:37,395.359
58,262.601,266.269,3.6675,12:44:37,12:49:58,320.908
59,266.269,269.803,3.5345,12:49:58,12:55:26,328.568
60,269.803,274.803,5,12:55:26,13:01:53,386.113
61,274.803,279.664,4.8605,13:01:53,13:08:28,395.58
62,279.664,284.664,5,13:08:28,13:15:06,397.613
63,284.664,289.664,5,13:15:06,13:21:14,368.694
64,289.664,293.76,4.0965,13:21:14,13:27:08,353.927
65,293.76,298.274,4.5135,13:27:08,13:33:45,396.343
66,298.274,303.274,5,13:33:45,13:39:36,350.932
67,303.274,308.274,5,13:39:36,13:46:00,384.765
68,308.274,313.274,5,13:46:00,13:52:40,399.169
69,313.274,318.274,5,13:52:40,13:59:34,414.145
