round,total_ul_rbg
1,53534
2,46727
3,40003
4,44766
5,43779
6,35529
7,36835
8,41096
9,34824
10,33551
11,35088
12,41394
13,44532
14,36345
15,47527
16,45846
17,33899
18,35251
19,40898
20,45393
21,45349
22,45014
23,39697
24,43886
25,41713
26,44139
27,35691
28,46307
29,44881
30,44995
31,41625
32,35943
33,41291
34,33657
35,24402
36,34335
37,32966
38,32858
39,23372
40,33970
41,32676
42,33987
43,34254
44,26152
45,25439
46,28865
47,35044
48,33944
49,27154
50,26323
51,33098
52,34794
53,32924
54,28063
55,33416
56,32164
57,32170
58,24192
59,22708
60,34818
61,33621
62,34617
63,33739
64,28147
65,30373
66,32297
67,32476
68,32710
69,35992
70,24198
71,23941
72,33556
73,34336
74,33502
75,33885
76,24512
77,31675
78,26618
79,34263
80,26913
81,24260
82,34125
83,31960
84,33804
85,34851
86,34101
87,26312
88,27393
89,32458
90,32861
91,32122
92,32255
93,31668
94,31980
95,34974
96,30100
97,25362
98,30936
99,32340
100,32557
