round,avg_ul_mcs
1,27.88
2,27.8822
3,27.8613
4,27.8486
5,27.8021
6,27.8505
7,27.8528
8,27.8904
9,27.7582
10,27.8984
11,27.8741
12,27.8131
13,27.6553
14,27.8473
15,27.5819
16,27.5777
17,27.8777
18,27.8868
19,27.7676
20,27.6257
21,27.8153
22,27.8174
23,27.8826
24,27.6904
25,27.7891
26,27.8235
27,27.8559
28,27.7368
29,27.8327
30,27.3675
31,27.5999
32,27.7583
33,25.8756
34,27.5292
35,27.8443
36,27.8562
37,27.6743
38,27.764
39,27.8945
40,27.8265
41,27.7251
42,27.7889
43,27.5849
44,27.8239
45,27.8926
46,27.8619
47,27.733
48,27.8436
49,27.7911
50,27.895
51,27.6856
52,27.5379
53,27.8346
54,27.6652
55,27.8108
56,27.6798
57,27.7034
58,27.8925
59,27.8746
60,26.844
61,27.7427
62,27.674
63,27.6461
64,27.6614
65,27.838
66,27.7964
67,27.7274
68,27.6868
69,27.613
70,27.8341
71,27.8485
72,27.8876
73,27.4224
74,27.7386
75,27.7666
76,27.797
77,27.8595
78,27.8278
79,27.8616
80,27.8258
81,27.8735
82,27.7626
83,27.8057
84,27.8662
85,27.8189
86,27.7752
87,27.838
88,27.8622
89,27.8051
90,27.8233
91,27.4214
92,27.6271
93,27.7707
94,27.6059
95,27.7566
96,27.78
97,27.8552
98,27.8284
99,27.8462
100,27.7656
