round,count
1,5009
2,7004
3,10563
4,7467
5,4826
6,8798
7,8386
8,9652
9,3369
10,4731
11,7006
12,11912
13,8838
14,4251
15,5826
16,8129
17,4920
18,4965
19,3835
20,2346
21,7052
22,6331
23,6973
24,2719
25,3874
26,6980
27,5664
28,8441
29,3308
30,7091
31,6346
32,6489
33,2137
34,6825
35,7458
36,6026
37,7782
38,4381
39,4463
40,7421
41,6647
42,6418
43,2651
44,6856
45,3024
46,5044
47,10756
48,5296
49,3963
50,5324
51,6523
52,9313
53,6061
54,5442
55,4923
56,6801
57,3263
58,6730
59,5881
60,7037
61,5546
62,3901
63,6011
64,6202
65,3101
66,1145
67,2918
68,6862
69,4010
70,5191
71,3279
72,7758
73,4790
74,6253
75,5772
76,3235
77,6954
78,5631
79,3628
80,4972
81,1538
82,2275
83,5742
84,7649
85,2203
86,4321
87,3256
88,3463
89,4242
90,4690
91,6612
92,9165
93,9101
94,3985
95,7307
96,2388
97,4590
98,5119
99,4671
100,6154
