round,ids
1,76;14;36;148
2,111;34;19;87
3,12;128;91;118;140
4,34;6;27;101;105
5,94;44;145
6,142;102;70;120;24
7,113;141;50;121;87
8,33;19;16;124
9,111;48
10,139;14
11,13;54;34;137;49
12,107;147;27;81;145;4
13,13;75;130;64;67
14,44
15,8;116;48;68
16,129;67;10;141
17,18;107;149
18,70;45;72;124
19,8
20,48;103
21,123
22,9;55;122;80
23,51;7;128;114;48
24,66;19
25,116;134
26,121;20;79
27,111;132;121
28,129;18;34;14
29,84;68;63
30,144;6;45;26;49
31,49;62;115
32,8;145;131
33,44;131
34,76;118;53;4
35,147;50;10;68
36,85;64;132;130
37,4;12;82
38,96;116;91
39,126;5;109
40,147;100;63;58
41,144;18;109;107
42,90;63;62;149;148
43,44;94;55
44,140;129;112
46,129;62;127
47,87;96;16;48;53
48,83;111;26;102
49,13;147
50,130;9;128;20
51,19;57;122;66
52,83;13;70;9;26;114
53,75;72;137
54,44;53;13
55,91;19;33
56,125;51;107;89;102
57,150;106
58,105;66;46;107;78
59,8;27;12;101;126
60,150;51;67
61,7;27;109;144
62,75;51;33;135
63,130;66;105;140
64,134;6;56
65,142;130;66
66,51;14
67,91;44;42
68,13;144;66;121
69,130;66;18;58
70,75;122;143;110
71,128;46
72,6;46;64;9;94
73,126;90;71
74,8;147;122
75,81;19;69;127
76,121;149;94
77,105;64;20;144
78,46;95;20;39
79,96;83;62
80,129;105;50;96
81,66;9
82,33;143
83,140;107;44;71;54
84,105;115;140;70;2
85,56;50;102
86,143;44;114
87,44;13;36
88,118;105;98
89,16;64;114
90,147;142;115
91,112;72;60;71;148
92,34;84;81;19;72;36
93,6;83;91;130;57;149
94,33;19
95,84;134;33;49;90
96,20;42;53
97,8;113;75;93
98,140;122;34;13
99,128;83;26;61
100,50;18;131;148;138
