round,total_ul_rbg
1,42847
2,52287
3,64474
4,55042
5,42998
6,54352
7,68256
8,62920
9,28865
10,38526
11,57647
12,59833
13,59545
14,30305
15,55421
16,53872
17,44784
18,40103
19,28107
20,31424
21,48994
22,54277
23,54073
24,24399
25,37816
26,52550
27,55380
28,56731
29,44724
30,51347
31,50595
32,38103
33,19196
34,54819
35,60233
36,49150
37,47341
38,37533
39,32602
40,59722
41,55044
42,57335
43,27182
44,48211
45,25655
46,46045
47,70983
48,57206
49,31521
50,40434
51,43142
52,64132
53,48101
54,43304
55,30934
56,57734
57,33732
58,51031
59,48834
60,46989
61,50196
62,40440
63,41136
64,47013
65,37992
66,18151
67,28150
68,49829
69,45044
70,45054
71,31511
72,47426
73,45289
74,45274
75,58351
76,38730
77,51950
78,54101
79,35301
80,38600
81,18525
82,23081
83,55698
84,66052
85,28616
86,37497
87,44833
88,29488
89,36778
90,40483
91,67147
92,59499
93,62112
94,39183
95,57746
96,27822
97,40223
98,43988
99,48616
100,56137
