round,ids
1,2.91356;2.95407;3.61353;3.87657
2,2.94007;3.64807;3.79257;4.08407
3,3.26207;3.49253;3.74357;4.22157;4.47707
4,2.90357;3.85107;4.03753;4.65306;4.65957
5,2.62856;3.51257;3.77157
6,3.45507;3.69507;3.75653;3.86757;4.70957
7,2.49353;3.15657;3.20657;3.47207;4.81506
8,3.79857;4.11007;4.12106;4.40757
9,1.87206;2.42407
10,2.63407;2.92057
11,2.77807;2.86957;3.05457;3.82653;4.53507
12,3.00107;3.43057;3.69507;3.74207;3.76753;3.96907
13,2.401;3.182;3.18296;3.36646;3.413
14,2.432
15,2.7825;3.121;3.70596;4.287
16,3.22296;3.343;3.4375;3.8115
17,2.85196;3.5285;4.52296
18,2.363;2.4225;2.45596;3.1945
19,2.63546
20,1.7585;1.782
21,4.9035
22,2.728;2.906;3.1075;4.36996
23,2.84896;3.029;3.1145;4.34196;4.3735
24,2.0125;2.12796
25,2.238;2.58696
26,2.7175;3.1295;3.852
27,3.00896;3.5995;4.1035
28,3.08396;3.427;3.6165;3.6175
29,1.9;2.959;3.8025
30,2.786;2.93696;3.11;3.249;4.6655
31,2.4255;2.97396;4.279
32,3.575;3.815;3.923
33,1.9145;1.99796
34,2.82346;3.245;3.674;4.546
35,2.5995;2.854;2.966;3.361
36,2.606;3.0085;3.6335;4.56296
37,3.5595;3.59346;4.5745
38,2.1615;2.3465;2.3815
39,2.2745;2.633;2.645
40,3.286;3.539;4.111;4.3985
41,2.557;2.89396;3.3595;4.5595
42,2.1615;2.6575;3.134;4.1365;4.3635
43,1.5095;1.9425;1.944
44,3.187;3.189;4.0295
46,2.6275;3.3715;3.386
47,3.11746;3.557;4.239;4.4665;4.817
48,2.013;2.3195;2.8995;4.343
49,2.5355;2.62096
50,2.0435;2.4215;2.5715;2.6
51,2.545;3.0115;3.121;3.14846
52,2.9885;3.51846;3.752;4.0075;4.10746;4.9285
53,2.6295;2.631;4.838
54,2.49997;2.9965;3.05
55,2.276;2.3715;2.5365
56,3.0685;3.2185;3.892;3.9985;4.73346
57,2.2915;4.0705
58,2.5785;3.245;3.245;3.309;4.65346
59,2.193;2.65646;2.66096;2.8585;3.2575
60,3.25597;3.3635;3.48
61,2.3265;2.583;3.096;3.0985
62,1.87546;2.1765;2.274;4.8055
63,2.427;2.528;2.679;3.3065
64,2.772;3.0135;4.58247
65,1.503;1.9615;2.3175
66,1.1855;1.359
67,1.761;1.91947;2.0535
68,2.7865;3.187;3.324;3.534
69,1.9165;2.35197;2.44;2.9675
70,2.29897;2.62797;2.95146;3.10246
71,2.0875;2.2875
72,2.7245;2.8545;3.0455;3.234;3.346
73,2.2945;4.269;4.6005
74,2.857;3.1755;3.96196
75,3.046;3.183;3.9655;4.24547
76,2.556;2.695;3.07697
77,2.2155;2.7815;2.782;3.1065
78,2.5225;2.85647;3.045;4.3905
79,1.54597;2.71796;2.83597
80,2.177;2.289;2.4085;2.5865
81,1.405;1.4875
82,1.776;2.06947
83,2.283;2.954;2.988;3.6115;4.626
84,2.1105;2.622;3.107;3.48846;4.7615
85,1.22796;1.72097;1.9595
86,2.3905;2.73447;4.517
87,1.40346;1.6805;4.8545
88,2.12797;2.1765;2.53896
89,2.076;2.41646;2.69596
90,2.09946;2.702;2.72196
91,2.4805;2.539;3.952;4.083;4.905
92,2.597;3.24097;3.2575;3.37597;3.3805;4.199
93,2.60297;3.011;3.3805;3.5985;3.6375;4.188
94,2.1135;2.4185
95,2.7655;3.3085;3.30946;4.1305;4.582
96,1.4175;1.87;2.0305
97,2.004;2.298;2.6205;2.708
98,2.001;2.056;2.3555;2.356
99,1.88447;2.276;2.40197;3.592
100,2.6195;2.99296;3.102;3.817;4.723
