round,total_ul_rbg
1,31668
2,31969
3,32903
4,31263
5,30562
6,27372
7,18637
8,18789
9,17717
10,17910
11,17139
12,15587
13,17600
14,17524
15,16640
16,17985
17,18070
18,16695
19,17242
20,17083
21,18705
22,17790
23,17646
24,16290
25,17100
26,18366
27,17588
28,18524
29,16438
30,17414
31,18318
32,17392
33,15834
34,18439
35,17667
36,17231
37,18455
38,16601
39,17240
40,18675
41,17958
42,18592
43,16308
44,19623
45,17621
46,18182
47,19505
48,18357
49,17413
50,16849
51,17535
52,17578
53,18941
54,18082
55,17367
56,19267
57,17969
58,17746
59,16339
60,18507
61,16569
62,16517
63,17946
64,18018
65,16202
66,15964
67,15891
68,18518
69,16595
70,18157
71,16078
72,17838
73,18019
74,15771
75,7386
76,8010
77,8090
78,8139
79,7380
80,7778
81,6797
82,7976
83,7176
84,8233
85,7150
86,7802
87,7365
88,7874
89,7680
90,8400
91,8098
92,6575
93,7462
94,7906
95,8176
96,7272
97,7639
98,8138
99,6841
100,8134
