round,total_numsym
1,79318
2,12163
3,57948
4,28396
5,39150
6,75595
7,55628
8,44961
9,37585
10,56127
11,50310
12,80938
13,101004
14,28688
15,47328
16,55118
17,60672
18,55671
19,17803
20,50581
21,76727
22,39624
23,24085
24,17156
25,23561
26,37828
27,35194
28,23086
29,40718
30,79250
31,42926
32,32388
33,44242
34,32540
35,42902
36,30782
37,27817
38,78602
39,33588
40,19289
41,39869
42,28708
43,42061
44,27610
45,74190
46,36193
47,2507
48,74272
49,49610
50,26773
51,43120
52,40689
53,27570
54,59048
55,53198
56,50869
57,27392
58,46944
59,48400
60,57097
61,49114
62,30996
63,42163
64,42963
65,77033
66,17513
67,31642
68,14075
69,22822
70,44862
71,47068
72,26606
73,40581
74,42863
75,5705
76,65293
77,34604
78,15733
79,99599
80,38301
81,42288
82,15496
83,50710
84,40378
85,26493
86,33968
87,51444
88,63317
89,11598
90,37424
91,6013
92,50861
93,44034
94,51632
95,32914
96,40521
97,41499
98,2850
99,28004
100,31763
