round,avg_ul_mcs
1,27.739
2,25.9574
3,27.337
4,27.1717
5,27.0593
6,27.7006
7,27.5395
8,27.6623
9,27.1978
10,26.7139
11,26.9571
12,27.3383
13,27.714
14,27.4206
15,27.4654
16,27.6179
17,27.665
18,27.5112
19,26.3013
20,27.3808
21,27.5796
22,27.2138
23,27.6219
24,27.1834
25,26.6056
26,27.0086
27,26.3643
28,27.513
29,27.6639
30,27.729
31,27.7819
32,27.444
33,27.3476
34,27.3032
35,27.6609
36,27.2679
37,27.7049
38,27.6662
39,27.323
40,26.5866
41,27.24
42,27.3778
43,27.652
44,26.7536
45,26.7987
46,27.5958
47,24.6744
48,27.7888
49,27.6326
50,27.5582
51,27.6237
52,27.6376
53,27.3508
54,27.4567
55,27.6255
56,27.6824
57,27.6142
58,27.7422
59,27.5866
60,27.6086
61,27.6446
62,27.4996
63,27.6853
64,27.4276
65,27.7288
66,27.6625
67,27.4987
68,27.309
69,27.5067
70,27.7416
71,27.6644
72,27.5566
73,27.6668
74,27.5464
75,26.8309
76,27.6767
77,27.3662
78,27.129
79,27.796
80,27.3414
81,27.6111
82,27.4466
83,27.6338
84,27.6633
85,27.4824
86,27.6614
87,27.618
88,27.7922
89,27.1188
90,27.7193
91,27.1738
92,27.5834
93,27.2293
94,27.1299
95,27.3128
96,27.1767
97,27.1597
98,23.8595
99,27.7507
100,27.5148
