round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,5882.56,5879.74,5879.74,20.9295,1.72391,0.134797,99.8652,5193,5186,3676599,3674837
1,1,6,5,5.0.0.2,131403,5497.73,5497.73,12.5307,2.15896,95.8152,4.18481,78068,3267,82127079,3436083
2,6,11,5,1.0.0.2,1447.38,1214.67,1214.67,17.465,1.49018,66.5952,33.4048,4200,1403,904613,759167
2,6,11,5,5.0.0.2,32210.5,4551.44,4551.44,10.4967,1.57125,85.8696,14.1304,19136,2704,20131543,2844649
3,11,16,5,1.0.0.2,3878.64,3711.04,3711.04,24.7094,2.3572,14.5747,85.4253,4597,3927,2424148,2319401
3,11,16,5,5.0.0.2,32199.2,4551.33,4551.33,10.4962,1.57113,85.8644,14.1356,19129,2704,20124489,2844581
4,16,21,5,1.0.0.2,3024.79,2839.07,2839.07,18.8686,1.93875,35.4271,64.5729,3805,2457,1890496,1774421
4,16,21,5,5.0.0.2,32199.2,4551.33,4551.33,10.4962,1.57113,85.8644,14.1356,19129,2704,20124489,2844581
5,21,26,5,1.0.0.2,3338.69,3068.47,3068.47,16.8597,2.41467,24.7159,75.2841,4576,3445,2086683,1917791
5,21,26,5,5.0.0.2,32199.2,4551.33,4551.33,10.4962,1.57113,85.8644,14.1356,19129,2704,20124489,2844581
6,26,31,5,1.0.0.2,5536.08,5387.78,5387.78,35.4901,2.17706,10.4858,89.5142,5455,4883,3460053,3367363
6,26,31,5,5.0.0.2,29044.5,4374.7,4374.7,10.2967,1.51012,84.9377,15.0623,17255,2599,18152821,2734187
7,31,36,5,1.0.0.2,4104.12,3904.75,3904.75,16.1935,1.77513,13.1998,86.8002,4841,4202,2565075,2440470
7,31,36,5,5.0.0.2,16950.9,3697.58,3697.58,9.3534,1.22123,78.1827,21.8173,10070,2197,10594310,2310988
8,36,41,5,1.0.0.2,4854.21,4756.83,4756.83,21.0084,1.59617,11.753,88.247,4518,3987,3033880,2973019
8,36,41,5,5.0.0.2,9753.88,3166.09,3166.09,8.43831,0.865805,67.541,32.459,5795,1881,6096177,1978803
9,41,46,5,1.0.0.2,4329.88,4245.24,4245.24,18.4696,1.46639,1.03816,98.9618,3564,3527,2706173,2653274
9,41,46,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
10,46,51,5,1.0.0.2,5195.27,4830.46,4830.46,29.2915,2.64552,13.5362,86.4638,4765,4120,3247042,3019040
10,46,51,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
11,51,56,5,1.0.0.2,4336.98,4098.44,4098.44,16.5023,2.9301,14.4641,85.5359,4404,3767,2710613,2561524
11,51,56,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
12,56,61,5,1.0.0.2,5236.01,5130.82,5130.82,30.6008,1.84916,1.77169,98.2283,4967,4879,3272507,3206765
12,56,61,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
13,61,66,5,1.0.0.2,7111.92,6789.02,6789.02,34.4159,2.28219,2.44158,97.5584,5734,5594,4444952,4243135
13,61,66,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
14,66,71,5,1.0.0.2,3592.58,3504.28,3504.28,12.1697,1.90677,1.35957,98.6404,2795,2757,2245364,2190172
14,66,71,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
15,71,76,5,1.0.0.2,4788.57,4746.57,4746.57,21.1314,1.46227,0.454236,99.5458,4403,4383,2992857,2966608
15,71,76,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
16,76,81,5,1.0.0.2,5030.81,4950.54,4950.54,16.7082,1.77089,0.806823,99.1932,4338,4303,3144259,3094089
16,76,81,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
17,81,86,5,1.0.0.2,6191.31,6018.4,6018.4,24.9711,2.14076,1.50101,98.499,4930,4856,3869566,3761502
17,81,86,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
18,86,91,5,1.0.0.2,4586.24,4457.58,4457.58,18.5559,1.92551,12.0761,87.9239,4571,4019,2866398,2785985
18,86,91,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
19,91,96,5,1.0.0.2,1814.82,1629.35,1629.35,26.2701,2.25918,8.91626,91.0837,2030,1849,1134265,1018341
19,91,96,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
20,96,101,5,1.0.0.2,4540.32,4382.45,4382.45,22.8141,1.71723,1.66305,98.3369,4149,4080,2837699,2739030
20,96,101,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
21,101,106,5,1.0.0.2,6167.28,5830.01,5830.01,25.0809,2.62147,2.64937,97.3506,5473,5328,3854549,3643756
21,101,106,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
22,106,111,5,1.0.0.2,3753.77,3506.58,3506.58,16.9037,2.51147,11.5026,88.4974,3860,3416,2346104,2191611
22,106,111,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
23,111,116,5,1.0.0.2,3571.54,3548.21,3548.21,14.1387,1.35327,0.355745,99.6443,2811,2801,2232213,2217632
23,111,116,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
24,116,121,5,1.0.0.2,2403.84,2364.73,2364.73,14.6447,1.26868,1.75131,98.2487,2284,2244,1502399,1477955
24,116,121,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
25,121,126,5,1.0.0.2,2535.18,2361.2,2361.2,17.8135,2.04448,40.6071,59.3929,3492,2074,1584485,1475753
25,121,126,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
26,126,131,5,1.0.0.2,4116.77,3995.87,3995.87,16.8894,1.69859,1.50355,98.4964,3658,3603,2572982,2497419
26,126,131,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
27,131,136,5,1.0.0.2,3107.72,2880.88,2880.88,22.2263,3.31225,18.1703,81.8297,3148,2576,1942326,1800549
27,131,136,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
28,136,141,5,1.0.0.2,3514.1,3502.35,3502.35,15.9807,1.35114,0.180766,99.8192,2766,2761,2196315,2188970
28,136,141,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
29,141,146,5,1.0.0.2,4768.71,4685.17,4685.17,26.3367,1.47377,0.912085,99.0879,3947,3911,2980445,2928230
29,141,146,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
30,146,150.029,4.02907,1.0.0.2,8497.25,8434.95,8434.95,20.8345,1.66266,0.38835,99.6117,5665,5643,4279498,4248124
30,146,150.029,4.02907,5.0.0.2,3696.58,2718.76,2718.76,7.39301,0.458681,26.4556,73.5444,1769,1301,1861722,1369257
31,150.029,155.029,5,1.0.0.2,4932.66,4913.13,4913.13,26.8178,1.66619,0.196705,99.8033,4067,4059,3082912,3070705
31,150.029,155.029,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
32,155.029,160.029,5,1.0.0.2,3686.43,3549.97,3549.97,14.2912,1.41397,22.2087,77.7913,4111,3198,2304017,2218732
32,155.029,160.029,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
33,160.029,165.029,5,1.0.0.2,4161.08,4012.73,4012.73,16.8595,1.93217,2.87661,97.1234,3963,3849,2600678,2507957
33,160.029,165.029,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
34,165.029,170.029,5,1.0.0.2,3652.54,3559.39,3559.39,13.624,1.40842,1.25,98.75,3280,3239,2282835,2224619
34,165.029,170.029,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
35,170.029,175.029,5,1.0.0.2,4740.25,4677.53,4677.53,27.1842,1.64291,0.720384,99.2796,3748,3721,2962659,2923457
35,170.029,175.029,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
36,175.029,180.029,5,1.0.0.2,3586.54,3500.68,3500.68,24.2423,2.19338,1.32569,98.6743,2791,2754,2241588,2187923
36,175.029,180.029,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
37,180.029,185.029,5,1.0.0.2,3513.36,3506.24,3506.24,29.0684,1.31083,0.108538,99.8915,2764,2761,2195849,2191403
37,180.029,185.029,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
38,185.029,190.029,5,1.0.0.2,6841.84,6728.02,6728.02,32.39,2.02625,0.900735,99.0993,5440,5391,4276148,4205011
38,185.029,190.029,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
39,190.029,195.029,5,1.0.0.2,3873.61,3819.98,3819.98,12.4471,1.48908,0.70922,99.2908,3525,3500,2421004,2387487
39,190.029,195.029,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
40,195.029,200.029,5,1.0.0.2,1843.59,1651.82,1651.82,15.1091,2.20276,17.7392,82.2608,2362,1943,1152242,1032391
40,195.029,200.029,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
41,200.029,205.029,5,1.0.0.2,3995.29,3877.17,3877.17,18.1428,1.87098,11.2062,88.7938,3855,3423,2497056,2423234
41,200.029,205.029,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
42,205.029,210.029,5,1.0.0.2,3613.41,3528.05,3528.05,12.6767,1.46465,1.30973,98.6903,2825,2788,2258379,2205028
42,205.029,210.029,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
43,210.029,215.029,5,1.0.0.2,4711.75,4671.72,4671.72,23.6448,1.47014,8.37975,91.6202,4129,3783,2944842,2919826
43,210.029,215.029,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
44,215.029,220.029,5,1.0.0.2,2768,2693.9,2693.9,14.1403,1.89869,1.51659,98.4834,2110,2078,1730001,1683687
44,215.029,220.029,5,5.0.0.2,3696.58,2718.76,2718.76,7.3908,0.458338,26.4572,73.5428,2196,1615,2310364,1699223
45,220.029,225.029,5,1.0.0.2,5952.56,5727.3,5727.3,32.9896,2.18689,7.02838,92.9716,5179,4815,3720347,3579564
45,220.029,225.029,5,5.0.0.2,3111.16,2458.26,2458.26,7.36154,0.438417,20.9957,79.0043,1848,1460,1944476,1536411
46,225.029,230.029,5,1.0.0.2,4383.03,4222.66,4222.66,18.8356,1.96695,1.84838,98.1516,3733,3664,2739396,2639162
