round,total_ul_rbg
1,58675
2,40433
3,43967
4,42225
5,43355
6,42864
7,34295
8,27569
9,23157
10,24796
11,23586
12,23095
13,24706
14,22839
15,22431
16,23066
17,23479
18,22993
19,23051
20,22934
21,25693
22,23721
23,21865
24,21503
25,21716
26,23274
27,23494
28,21858
29,22433
30,19366
31,22452
32,22219
33,23175
34,22399
35,22592
36,22378
37,21479
38,23791
39,22541
40,21884
41,23065
42,22786
43,22227
44,22596
45,21489
46,16096
47,15070
48,14477
49,16208
50,16043
51,15518
52,16192
53,15503
54,16093
55,15715
56,16354
57,15643
58,15868
59,16140
60,16450
61,16781
62,15847
63,15675
64,16106
65,16074
66,15538
67,16316
68,15324
69,15813
70,15480
71,16104
72,15758
73,16300
74,16517
75,15163
76,16623
77,16238
78,15484
79,17244
80,15869
81,15986
82,15459
83,16110
84,16169
85,15868
86,15584
87,16280
88,16417
89,15203
90,15959
91,15342
92,15781
93,16306
94,16331
95,15847
96,16032
97,15866
98,15290
99,15874
100,15974
