round,ids
1,3.67103;4.40207;4.65103
2,3.12457;3.16706
3,2.82357;3.44157;3.44207;3.85557
4,3.02807;3.06453;3.12257;3.72503
5,2.75357;3.16253;3.65007;3.77557
6,2.73557;3.00607;3.23607
7,2.63207;2.99257;3.07556;3.22507;3.22707
8,3.48857;4.61603
9,2.86307;3.21508;3.55907
10,3.24756;3.62607;3.63703
11,3.52857;3.81253;3.94553;4.11557;4.35157
12,2.49853;4.28657
13,3.05957;3.39803
14,3.08453;3.92357
15,2.37303;2.84507;3.89453;3.91653
16,4.06053;4.10256
17,2.89306;4.20657;4.46657
18,3.27503;3.33257;3.52157;4.06807
19,2.36257;2.85303
20,3.19503;3.34807;3.74307
21,2.79253;3.20907;3.61857;4.97807
22,2.40157;2.89007;3.95753
23,2.77206;3.24956;4.09103;4.34507
24,2.57357;2.69007;3.47303
25,2.78057;3.11307;3.32606;3.58357;3.94507
26,2.52503;3.03307;3.59553;4.13007;4.41406
27,3.24357;3.56357
28,2.00907;2.27157
29,2.45507;3.02007;3.10207;3.59507;3.95808
30,1.66457
31,2.08003;2.81903;4.36857
32,2.44007;3.10607;3.30557;3.30607;3.69657
33,2.10057;2.41903
34,3.14857;3.33657;3.36357;4.37707
35,2.73257;3.69757;3.84157;4.01207
36,1.45507;1.73353;1.91907
37,2.65357;3.08357;3.33757
38,3.36703;3.67806
39,2.56157;3.19356;3.40756;3.48056;4.15857;4.94507
40,1.9785;3.216;3.72946;3.72946;3.8075
41,2.2775;2.553;2.5805;2.636
42,3.426;4.1295
43,4.574
44,2.158
45,2.1955;2.637;3.136;3.69246;4.7255
46,1.991;2.7095;2.999;3.078
47,3.111;3.213;3.968;4.698
48,2.467;2.65946;3.2155;3.3105
49,2.99396;2.99496;3.1315
50,2.5675;2.94296;3.12196;3.16;3.5275
51,2.12496;3.60896;4.0605
52,2.24396;3.106;3.342
53,1.8065;4.41246
54,2.36196;2.6055
55,2.1245;4.435;4.598
56,2.856;3.559;3.605;4.4245
57,1.88;2.32396;2.57146;3.146
58,2.205;2.77796;2.843
59,3.11096;3.1185;3.1265;3.565;4.85496
60,3.14596;3.196;4.1665;4.5895
61,1.766;3.534;3.65146
62,2.51096;2.7165;3.1885
63,1.5565;1.867
64,2.46;2.899;4.23996;4.62396
65,1.7355;2.31;2.4005;2.505
66,1.79803
67,2.25896;2.6985;2.865;2.991
68,1.8825;2.3475;2.46396
69,2.196;2.50046;3.048
70,2.638
71,2.1655;2.4035
72,2.746;2.938;3.124;3.5315;3.84196
73,3.01346;3.4595;4.028;4.904
74,2.8185;3.0535;3.14196;3.4445;3.6695
75,1.9145;2.5225;2.747;2.8975;3.447
76,1.7755;1.92446;2.3105
77,2.1485;2.6235;3.772;4.302;4.395
78,1.8055;2.12096;2.958
79,2.24046;2.77446
80,2.114;2.563;2.7115;2.925
81,2.00246;2.346;2.645;2.7125
82,1.483;1.86946;2.771
83,1.6145;1.82
84,1.8765;2.383;2.446;2.746
85,2.07046;2.597;2.7435;2.94851;3.583
86,2.17146;2.51046;2.5805
87,2.056;2.65096;2.8385;4.6485
88,1.71496;2.296;3.2815
89,1.674;2.178;2.3915;3.134
90,1.40346;1.8655
91,2.1075;2.8575;3.094;3.19;4.698
92,2.9535;3.784;4.3445;4.40546;4.7215;4.7225
93,2.26346;2.509
94,1.579;1.71146;2.287
95,1.287
96,2.678;3.1565;3.22;3.2525
97,1.769;2.4535;2.7405;4.029
98,2.275;2.525;3.2765;3.363
99,1.866;2.0295;2.2345
100,1.931;2.11046;2.697;3.142
