round,total_ul_rbg
1,43402
2,36327
3,45982
4,42961
5,45700
6,41345
7,46711
8,39648
9,49369
10,60376
11,57380
12,37333
13,45203
14,33221
15,51548
16,42858
17,46437
18,57490
19,31583
20,34299
21,49358
22,41916
23,56448
24,37813
25,52654
26,58811
27,47157
28,29064
29,52393
30,20534
31,33325
32,61142
33,25973
34,57357
35,45483
36,27688
37,43048
38,32978
39,61827
40,52888
41,37131
42,41848
43,24429
44,21412
45,58943
46,38538
47,44286
48,40834
49,31006
50,49317
51,40617
52,33056
53,37162
54,33189
55,48756
56,50793
57,43165
58,43525
59,52219
60,42747
61,36847
62,41553
63,22372
64,54929
65,44085
66,13186
67,39323
68,34847
69,47085
70,41232
71,34831
72,51551
73,59468
74,56944
75,50446
76,31197
77,58206
78,32299
79,24443
80,38351
81,38701
82,32654
83,19090
84,37741
85,50872
86,42761
87,54879
88,30784
89,42767
90,20507
91,52555
92,59334
93,23719
94,29551
95,18111
96,44666
97,44535
98,42278
99,29260
100,41840
