round,total_ul_rbg
1,58409
2,33275
3,34571
4,25507
5,25479
6,24376
7,25543
8,26098
9,24865
10,26899
11,26073
12,25358
13,26977
14,25590
15,25084
16,26263
17,25961
18,27065
19,24593
20,25149
21,25385
22,25269
23,26340
24,25662
25,26023
26,25320
27,26327
28,23975
29,25381
30,23518
31,24387
32,25117
33,23452
34,26247
35,25397
36,23560
37,24747
38,25507
39,25503
40,25638
41,25037
42,26504
43,25602
44,24405
45,25332
46,24331
47,24821
48,24455
49,24691
50,25211
51,24431
52,24160
53,24213
54,24629
55,26511
56,25742
57,24914
58,25602
59,25516
60,25619
61,24141
62,24192
63,23558
64,26349
65,24599
66,24482
67,24614
68,23837
69,25991
70,26402
71,24520
72,25697
73,26347
74,25428
75,24612
76,23936
77,25839
78,24989
79,24297
80,24659
81,24277
82,23747
83,23570
84,23907
85,24172
86,24920
87,25733
88,24750
89,24772
90,24101
91,25078
92,23750
93,24991
94,23723
95,23695
96,25201
97,24331
98,24395
99,23658
100,24851
