round,avg_ul_mcs
1,27.7246
2,27.1171
3,27.3901
4,27.59
5,27.432
6,26.8154
7,27.7203
8,27.4013
9,27.5774
10,27.4255
11,27.8345
12,26.9622
13,26.7914
14,26.784
15,27.5186
16,27.1354
17,26.9817
18,27.6512
19,27.1996
20,27.3435
21,27.2686
22,27.2742
23,27.6448
24,27.1211
25,27.593
26,27.735
27,26.3382
28,27.0475
29,27.5744
30,27.1161
31,27.5093
32,27.7576
33,27.5302
34,26.7053
35,27.3617
36,27.6804
37,27.6112
38,27.3156
39,27.8089
40,27.8701
41,27.8147
42,27.4969
43,27.2409
44,26.8966
45,27.5703
46,27.7084
47,27.443
48,27.8423
49,27.0683
50,27.8439
51,27.4335
52,27.6865
53,27.1195
54,26.8615
55,27.3865
56,27.5096
57,27.6405
58,26.9273
59,27.6926
60,27.5003
61,27.7148
62,27.4005
63,27.7378
64,27.5863
65,27.7384
66,26.7598
67,27.7153
68,26.5964
69,27.4541
70,27.1111
71,26.8206
72,27.8142
73,27.762
74,27.8646
75,27.8078
76,27.6541
77,27.6267
78,27.6668
79,26.6539
80,27.8175
81,27.5308
82,27.5959
83,27.2993
84,27.7671
85,27.7668
86,27.7331
87,27.5782
88,27.5807
89,27.564
90,27.4955
91,27.746
92,27.755
93,26.8408
94,27.5835
95,27.2631
96,27.7454
97,27.6366
98,27.7296
99,27.6231
100,27.626
