round,ndi0_count,ndi1_count
1,403,6899
2,477,4033
3,447,6840
4,257,5813
5,392,6147
6,383,4938
7,96,7498
8,451,5268
9,382,5702
10,631,7849
11,299,8691
12,504,3415
13,632,4862
14,589,4355
15,412,5614
16,667,4974
17,663,5771
18,543,8338
19,353,3419
20,330,4939
21,544,5082
22,438,4842
23,496,6883
24,457,4516
25,318,7390
26,309,6239
27,678,5685
28,264,2935
29,322,6374
30,246,1727
31,243,3260
32,246,8307
33,211,2622
34,769,8143
35,391,5943
36,1,2189
37,327,5615
38,428,4521
39,325,8636
40,286,8780
41,82,5321
42,532,6246
43,430,3090
44,329,1983
45,368,5990
46,208,4470
47,416,5586
48,301,5146
49,258,5192
50,162,7545
51,358,3870
52,153,3046
53,322,2808
54,369,3623
55,571,4482
56,544,5104
57,277,4015
58,394,4256
59,242,7168
60,425,6161
61,276,3248
62,231,4511
63,56,1767
64,458,6958
65,222,4644
66,216,1066
67,140,5249
68,266,3693
69,446,4522
70,595,4438
71,338,3208
72,209,7093
73,465,8612
74,182,6886
75,81,5428
76,102,2581
77,303,6397
78,224,2810
79,227,2925
80,135,4999
81,66,4655
82,69,2487
83,39,1745
84,76,4586
85,267,6100
86,208,5120
87,392,5940
88,146,2711
89,133,4071
90,62,1385
91,232,6354
92,161,8470
93,224,2652
94,120,2149
95,138,1310
96,245,6695
97,203,3707
98,175,4936
99,115,2679
100,207,4445
