round,count
1,7302
2,4510
3,7287
4,6070
5,6539
6,5321
7,7594
8,5719
9,6084
10,8480
11,8990
12,3919
13,5494
14,4944
15,6026
16,5641
17,6434
18,8881
19,3772
20,5269
21,5626
22,5280
23,7379
24,4973
25,7708
26,6548
27,6363
28,3199
29,6696
30,1973
31,3503
32,8553
33,2833
34,8912
35,6334
36,2190
37,5942
38,4949
39,8961
40,9066
41,5403
42,6778
43,3520
44,2312
45,6358
46,4678
47,6002
48,5447
49,5450
50,7707
51,4228
52,3199
53,3130
54,3992
55,5053
56,5648
57,4292
58,4650
59,7410
60,6586
61,3524
62,4742
63,1823
64,7416
65,4866
66,1282
67,5389
68,3959
69,4968
70,5033
71,3546
72,7302
73,9077
74,7068
75,5509
76,2683
77,6700
78,3034
79,3152
80,5134
81,4721
82,2556
83,1784
84,4662
85,6367
86,5328
87,6332
88,2857
89,4204
90,1447
91,6586
92,8631
93,2876
94,2269
95,1448
96,6940
97,3910
98,5111
99,2794
100,4652
