round,ids
1,107;83;34
2,97;139
3,129;137;131;32
4,79;51;10;119
5,131;127;71;32
6,139;72;42
7,105;26;111;141;33
8,6;33
9,111;60;12
10,72;8;60
11,51;111;18;138;130
12,12;91
13,6;80
14,36;76
15,8;51;120;29
16,134;96
17,97;125;49
18,91;44;149;82
19,35;91
20,81;120;4
21,36;120;116;104
22,50;150;125
23,147;10;71;133
24,68;60;125
25,74;66;51;36;54
26,94;91;35;74;27
27,59;42
28,111;66
29,4;81;112;86;125
30,118
31,79;36;93
32,149;144;83;135;119
33,111;96
34,44;26;128;126
35,138;6;79;120
36,81;101;50
37,144;34;84
38,150;18
39,112;116;8;50;10;124
40,118;137;112;128;36
41,46;72;129;116
42,116;118
43,27
44,119
45,84;81;68;130;125
46,111;34;125;134
47,150;87;133;3
48,135;42;45;148
49,116;66;101
50,94;112;141;56;126
51,51;125;45
52,33;52;49
53,57;108
54,72;44
55,70;108;103
56,39;10;91;122
57,72;44;128;122
58,149;42;138
59,141;94;83;59;13
60,83;127;32;110
61,137;133;96
62,101;65;34
63,34;5
64,111;50;97;74
65,45;5;138;79
66,27
67,111;81;10;89
68,80;70;72
69,112;81;126
70,68
71,144;26
72,12;70;5;46;122
73,65;144;39;3
74,4;68;11;126;130
75,128;66;138;56;46
76,31;138;6
77,103;131;133;36;69
78,33;83;122
79,44;100
80,150;112;81;74
81,66;4;83;26
82,117;81;97
83,116;69
84,116;150;8;105
85,27;80;94;135;45
86,62;4;139
87,62;129;83;126
88,135;79;49
89,57;116;94;105
90,51;96
91,51;60;89;118;110
92,150;120;117;55;116;34
93,144;129
94,149;147;49
95,5
96,11;89;10;130
97,147;139;36;13
98,87;147;139;59
99,94;126;120
100,72;81;74;27
