round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,06:41:13,06:49:03,469.494
2,6,11,5,06:49:03,06:55:39,396.33
3,11,16,5,06:55:39,07:02:51,431.985
4,16,21,5,07:02:51,07:09:40,409.42
5,21,26,5,07:09:40,07:16:32,411.889
6,26,31,5,07:16:32,07:23:41,428.425
7,31,36,5,07:23:41,07:30:39,417.895
8,36,41,5,07:30:39,07:38:50,490.906
9,41,46,5,07:38:50,07:46:14,444.18
10,46,51,5,07:46:14,07:53:49,455.133
11,51,56,5,07:53:49,08:01:26,456.984
12,56,61,5,08:01:26,08:07:54,388.396
13,61,66,5,08:07:54,08:15:04,429.22
14,66,71,5,08:15:04,08:22:11,427.955
15,71,76,5,08:22:11,08:29:05,413.785
16,76,81,5,08:29:05,08:36:13,427.261
17,81,86,5,08:36:13,08:43:34,441.082
18,86,91,5,08:43:34,08:50:58,444.817
19,91,96,5,08:50:58,08:57:19,380.591
20,96,101,5,08:57:19,09:04:18,418.853
21,101,106,5,09:04:18,09:11:04,405.752
22,106,111,5,09:11:04,09:17:56,411.974
23,111,116,5,09:17:56,09:24:53,417.454
24,116,121,5,09:24:53,09:31:34,401.355
25,121,126,5,09:31:34,09:38:50,435.501
26,126,131,5,09:38:50,09:45:42,412.499
27,131,136,5,09:45:42,09:53:07,444.888
28,136,141,5,09:53:07,09:59:25,378.138
29,141,146,5,09:59:25,10:06:22,416.125
30,146,151,5,10:06:22,10:12:18,356.303
31,151,156,5,10:12:18,10:18:37,378.631
32,156,161,5,10:18:37,10:25:57,440.893
33,161,166,5,10:25:57,10:32:16,378.61
34,166,171,5,10:32:16,10:39:15,419.166
35,171,176,5,10:39:15,10:46:43,447.466
36,176,181,5,10:46:43,10:52:35,351.937
37,181,186,5,10:52:35,10:59:33,418.852
38,186,191,5,10:59:33,11:06:48,435.022
39,191,195.945,4.94507,11:06:48,11:14:09,440.616
40,195.945,200.945,5,11:14:09,11:21:28,438.588
41,200.945,205.945,5,11:21:28,11:27:51,383.023
42,205.945,210.945,5,11:27:51,11:35:13,442.304
43,210.945,215.945,5,11:35:13,11:41:45,391.946
44,215.945,220.945,5,11:41:45,11:47:46,361.483
45,220.945,225.945,5,11:47:46,11:55:02,435.852
46,225.945,230.945,5,11:55:02,12:01:28,385.754
47,230.945,235.945,5,12:01:28,12:08:24,415.935
48,235.945,240.945,5,12:08:24,12:14:48,383.749
49,240.945,245.945,5,12:14:48,12:21:37,409.69
50,245.945,250.945,5,12:21:37,12:28:32,414.136
51,250.945,255.945,5,12:28:32,12:35:04,392.522
52,255.945,260.945,5,12:35:04,12:41:12,367.536
53,260.945,265.945,5,12:41:12,12:47:22,370.455
54,265.945,270.945,5,12:47:22,12:53:47,384.743
55,270.945,275.945,5,12:53:47,13:00:12,385.637
56,275.945,280.945,5,13:00:12,13:07:09,416.526
57,280.945,285.945,5,13:07:09,13:13:32,382.956
58,285.945,290.945,5,13:13:32,13:19:56,383.783
59,290.945,295.945,5,13:19:56,13:26:52,416.444
60,295.945,300.945,5,13:26:52,13:33:37,404.887
61,300.945,305.945,5,13:33:37,13:39:41,363.874
62,305.945,310.945,5,13:39:41,13:46:15,393.755
63,310.945,315.945,5,13:46:15,13:51:53,338.526
64,315.945,320.945,5,13:51:53,13:59:15,441.975
65,320.945,325.945,5,13:59:15,14:05:37,381.861
66,325.945,330.945,5,14:05:37,14:11:17,339.958
67,330.945,335.945,5,14:11:17,14:17:54,397.036
68,335.945,340.945,5,14:17:54,14:24:13,378.823
69,340.945,345.945,5,14:24:13,14:30:43,390.193
70,345.945,350.945,5,14:30:43,14:37:26,403.374
71,350.945,355.945,5,14:37:26,14:43:54,387.907
72,355.945,360.945,5,14:43:54,14:50:49,414.961
73,360.945,365.945,5,14:50:49,14:58:22,452.574
74,365.945,370.945,5,14:58:22,15:05:14,412.235
75,370.945,375.945,5,15:05:14,15:11:58,403.912
76,375.945,380.945,5,15:11:58,15:17:53,355.331
77,380.945,385.945,5,15:17:53,15:24:49,415.392
78,385.945,390.945,5,15:24:49,15:30:49,359.892
79,390.945,395.945,5,15:30:49,15:37:05,375.912
80,395.945,400.945,5,15:37:05,15:43:28,383.696
81,400.945,405.945,5,15:43:28,15:50:05,396.701
82,405.945,410.945,5,15:50:05,15:56:01,356.282
83,410.945,415.945,5,15:56:01,16:01:52,350.774
84,415.945,420.945,5,16:01:52,16:08:11,379.201
85,420.945,425.945,5,16:08:11,16:14:59,407.456
86,425.945,430.945,5,16:14:59,16:21:28,388.913
87,430.945,435.945,5,16:21:28,16:28:20,412.165
88,435.945,440.945,5,16:28:20,16:34:17,357.432
89,440.945,445.945,5,16:34:17,16:40:37,379.565
90,445.945,450.945,5,16:40:37,16:46:15,338.201
91,450.945,455.945,5,16:46:15,16:53:08,412.943
92,455.945,460.668,4.7225,16:53:08,17:00:49,461.039
93,460.668,465.668,5,17:00:49,17:07:03,374.273
94,465.668,470.668,5,17:07:03,17:12:58,354.493
95,470.668,475.668,5,17:12:58,17:18:31,332.951
96,475.668,480.668,5,17:18:31,17:25:23,412.538
97,480.668,485.668,5,17:25:23,17:31:37,373.378
98,485.668,490.668,5,17:31:37,17:37:55,378.128
99,490.668,495.668,5,17:37:55,17:43:46,350.942
100,495.668,500.668,5,17:43:46,17:49:59,373.606
