round,total_numsym
1,82212
2,52086
3,83761
4,69820
5,75431
6,62071
7,89166
8,65106
9,70235
10,97159
11,104384
12,44991
13,62833
14,56892
15,69412
16,64298
17,73222
18,101175
19,43711
20,60717
21,63943
22,60683
23,84008
24,56764
25,89361
26,75993
27,72888
28,37289
29,77036
30,23035
31,40654
32,98843
33,33008
34,98523
35,72967
36,25765
37,67726
38,57399
39,102893
40,104226
41,63162
42,76201
43,40608
44,26737
45,73893
46,54188
47,67838
48,62359
49,63618
50,89052
51,49009
52,37361
53,36240
54,46127
55,58037
56,64762
57,49787
58,53475
59,86091
60,74976
61,40756
62,55214
63,21281
64,85052
65,56857
66,14809
67,62975
68,46102
69,57201
70,57589
71,41534
72,84593
73,103504
74,82543
75,64375
76,31219
77,77269
78,35167
79,36199
80,59624
81,55339
82,29787
83,20942
84,54630
85,73638
86,61609
87,72075
88,33250
89,48834
90,16837
91,76329
92,99971
93,33257
94,26507
95,17006
96,80408
97,45719
98,59293
99,32639
100,53833
