round,ndi0_count,ndi1_count
1,391,5578
2,324,3773
3,320,2680
4,621,2884
5,418,4781
6,410,3435
7,453,3809
8,252,4648
9,237,2888
10,483,4711
11,441,1987
12,760,3454
13,277,3434
14,354,4711
15,346,4253
16,492,4707
17,391,4827
18,105,4685
19,270,2525
20,268,3734
21,204,1435
22,278,5311
23,111,4473
24,403,2235
25,495,5455
26,355,3439
27,709,2799
28,550,4648
29,320,3152
30,452,6689
31,440,3814
32,182,1879
33,231,5386
34,206,2170
35,308,4320
36,393,4186
37,508,3129
38,308,3217
39,511,5205
40,178,1650
41,606,5242
42,616,6039
43,391,10081
44,438,5162
45,147,3360
46,251,1636
47,65,2812
48,356,3373
49,0,2750
50,171,3878
51,145,3290
52,211,2493
53,160,1061
54,131,2683
55,561,3517
56,620,6611
57,474,1974
58,396,3954
59,273,1900
60,250,1597
61,10,5706
62,232,4049
63,281,1316
64,1,1128
65,228,1444
66,145,5788
67,350,3569
68,536,2352
69,247,1744
70,382,7428
71,251,4340
72,0,4276
73,175,3308
74,82,2655
75,215,1743
76,249,2695
77,166,1789
78,604,5994
79,534,3629
80,379,2626
81,547,6097
82,331,2215
83,233,2582
84,168,2877
85,220,2712
86,414,4298
87,498,3619
88,116,1484
89,398,1555
90,164,3888
91,419,5458
92,72,2087
93,178,3458
94,480,5212
95,184,910
96,377,2442
97,269,1092
98,178,2293
99,34,2566
100,129,3750
