round,ids
1,20;50;81
2,110;65
3,3;78
4,4
5,65;124;45
6,137;44
7,118;54;149
8,111;54;144;65
9,112
10,83;110
11,68
12,51
13,87;97;98
14,20;130;72
15,56;128
16,66;92
17,91;12;99;147
18,61;12;6;50
19,3;33
20,78;118;111
21,64
22,124;81;42
23,143;46;45;54
24,135
25,44;72
26,42;148
27,63
28,83;112;12
29,5;147
30,139;125;133;18;130
31,39;137;54
32,111;5
33,3;91;125;61
34,10;131
35,10;7
36,3;50;148
37,75
38,87;72;76
39,72;110;92
40,144
41,78;143;64;71
42,130;39;92
43,128;87;44;70;149
44,60;112;12
45,124;129;148
46,50
47,129;144;118
48,50;5;4
49,81;46;147
50,3;92;7
51,120;70;61
52,112;65
53,5
54,83;111;72
55,52;149;76
56,54;46;42;33
57,3
58,66;51;120
59,61
60,45;149
61,143;45;6;116;20
62,133;131;39;121
63,116
64,20;52
65,42
66,124;129;96;39;99
67,137;125
68,128
69,129;54
70,46;10;1;87;121
71,80;3;61;51
72,110;147;44;6
73,131;118;47;130
74,20;110;72
75,48
76,10;96;80
77,56;60
78,56;139;4
79,112;78
80,110;98
81,1;138;72
82,87
83,10;139
84,112;92;98
85,1;137;27
86,138;101;143;99
87,118
88,7;81
89,150
90,143;78;124;137
91,68;87;131;46
92,116;83;128
93,143;111;33
94,60;33;147;20
95,71
96,46;4
97,62
98,87;98;116
99,56;50;138
100,7;4;112;39
