round,ndi0_count,ndi1_count
1,236,3029
2,483,4925
3,506,4485
4,197,5879
5,368,6380
6,602,5763
7,285,4067
8,575,4463
9,541,5856
10,238,8832
11,262,5211
12,500,3220
13,325,5125
14,486,6808
15,457,4298
16,507,4116
17,299,3845
18,160,2837
19,255,5307
20,375,6787
21,326,4813
22,344,3028
23,367,6841
24,654,5485
25,468,4723
26,446,4783
27,310,3231
28,200,3554
29,597,7747
30,295,4064
31,230,7864
32,222,3348
33,110,5122
34,589,4734
35,151,4219
36,257,3772
37,224,3979
38,343,3696
39,407,7063
40,325,5603
41,283,2249
42,491,8076
43,265,6467
44,401,6118
45,52,4462
46,304,5623
47,51,6221
48,226,3258
49,122,3025
50,192,4764
51,53,8669
52,199,5155
53,357,4788
54,308,4321
55,146,5264
56,146,2756
57,284,2870
58,403,2730
59,127,3494
60,154,4680
61,132,5308
62,154,4997
63,307,5023
64,231,3990
65,321,3745
66,437,5048
67,400,3112
68,172,5108
69,281,2173
70,331,6902
71,96,1886
72,90,1779
73,200,3636
74,339,2620
75,407,5040
76,325,2714
77,204,3849
78,464,6505
79,293,2300
80,199,4997
81,445,3625
82,226,1907
83,199,2313
84,266,2552
85,581,4514
86,411,3524
87,307,4879
88,6,6164
89,246,5646
90,167,5722
91,46,8215
92,80,4535
93,181,3750
94,274,6994
95,429,3400
96,60,4282
97,162,2733
98,264,5372
99,336,2371
100,349,5749
