round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,18:29:55,18:36:24,389.278
2,6,11,5,18:36:24,18:43:50,446.374
3,11,16,5,18:43:50,18:51:04,433.371
4,16,21,5,18:51:04,18:58:01,417.861
5,21,26,5,18:58:01,19:05:16,434.481
6,26,31,5,19:05:16,19:12:28,431.981
7,31,36,5,19:12:28,19:19:19,411.045
8,36,41,5,19:19:19,19:26:21,421.913
9,41,46,5,19:26:21,19:33:45,443.974
10,46,51,5,19:33:45,19:41:15,449.798
11,51,56,5,19:41:15,19:48:00,405.13
12,56,61,5,19:48:00,19:54:36,395.897
13,61,66,5,19:54:36,20:01:27,411.045
14,66,71,5,20:01:27,20:08:44,437.284
15,71,76,5,20:08:44,20:15:29,405.07
16,76,81,5,20:15:29,20:22:17,408.235
17,81,86,5,20:22:17,20:28:54,396.556
18,86,91,5,20:28:54,20:35:38,403.733
19,91,96,5,20:35:38,20:42:58,440.548
20,96,101,5,20:42:58,20:50:12,433.999
21,101,106,5,20:50:12,20:57:05,412.8
22,106,111,5,20:57:05,21:03:39,393.691
23,111,116,5,21:03:39,21:11:03,444.593
24,116,121,5,21:11:03,21:18:19,435.794
25,121,126,5,21:18:19,21:25:18,418.996
26,126,131,5,21:25:18,21:32:05,406.532
27,131,136,5,21:32:05,21:38:35,390.621
28,136,141,5,21:38:35,21:45:18,402.798
29,141,146,5,21:45:18,21:52:47,448.942
30,146,151,5,21:52:47,21:59:40,412.862
31,151,156,5,21:59:40,22:07:00,439.864
32,156,161,5,22:07:00,22:13:28,388.153
33,161,166,5,22:13:28,22:20:03,395.577
34,166,171,5,22:20:03,22:27:01,417.816
35,171,176,5,22:27:01,22:33:49,407.743
36,176,181,5,22:33:49,22:40:49,420.143
37,181,186,5,22:40:49,22:47:17,388.258
38,186,191,5,22:47:17,22:53:59,401.644
39,191,196,5,22:53:59,23:01:32,453.092
40,196,201,5,23:01:32,23:08:34,422.298
41,201,206,5,23:08:34,23:14:46,371.508
42,206,211,5,23:14:46,23:22:12,446.458
43,211,216,5,23:22:12,23:29:17,425.121
44,216,221,5,23:29:17,23:36:34,436.311
45,221,226,5,23:36:34,23:43:12,398.305
46,226,231,5,23:43:12,23:50:29,437.364
47,231,236,5,23:50:29,23:57:28,418.415
48,236,241,5,23:57:28,00:03:59,390.797
49,241,246,5,00:03:59,00:10:08,369.041
50,246,251,5,00:10:08,00:16:54,405.988
51,251,255.104,4.10407,00:16:54,00:23:24,389.935
52,255.104,260.104,5,00:23:24,00:30:14,410.363
53,260.104,265.104,5,00:30:14,00:36:49,395.275
54,265.104,270.104,5,00:36:49,00:43:45,416.135
55,270.104,275.104,5,00:43:45,00:50:40,414.811
56,275.104,280.104,5,00:50:40,00:57:06,386.054
57,280.104,285.104,5,00:57:06,01:03:21,374.764
58,285.104,290.104,5,01:03:21,01:09:39,378.284
59,290.104,295.104,5,01:09:39,01:16:15,395.995
60,295.104,300.104,5,01:16:15,01:23:16,420.818
61,300.104,305.104,5,01:23:16,01:29:58,401.989
62,305.104,310.104,5,01:29:58,01:36:47,408.608
63,310.104,315.104,5,01:36:47,01:43:35,408.158
64,315.104,320.104,5,01:43:35,01:50:08,393.086
65,320.104,325.104,5,01:50:08,01:56:35,387.256
66,325.104,330.104,5,01:56:35,02:03:40,425.124
67,330.104,335.104,5,02:03:40,02:10:13,392.245
68,335.104,340.104,5,02:10:13,02:16:59,406.516
69,340.104,345.104,5,02:16:59,02:23:10,370.675
70,345.104,350.104,5,02:23:10,02:30:30,440.358
71,350.104,355.104,5,02:30:30,02:36:47,377.214
72,355.104,360.104,5,02:36:47,02:42:59,371.704
73,360.104,365.104,5,02:42:59,02:49:28,388.555
74,365.104,370.104,5,02:49:28,02:55:48,380.034
75,370.104,375.104,5,02:55:48,03:02:32,404.782
76,375.104,380.104,5,03:02:32,03:08:54,381.196
77,380.104,385.104,5,03:08:54,03:15:31,397.605
78,385.104,390.104,5,03:15:31,03:22:30,418.639
79,390.104,395.104,5,03:22:30,03:28:42,372.168
80,395.104,400.104,5,03:28:42,03:35:24,402.25
81,400.104,405.104,5,03:35:24,03:41:56,392.068
82,405.104,410.104,5,03:41:56,03:48:06,369.299
83,410.104,415.104,5,03:48:06,03:54:18,372.363
84,415.104,420.104,5,03:54:18,04:00:42,384.268
85,420.104,425.104,5,04:00:42,04:07:29,406.21
86,425.104,430.104,5,04:07:29,04:14:04,395.641
87,430.104,435.104,5,04:14:04,04:21:01,416.956
88,435.104,440.104,5,04:21:01,04:27:57,415.8
89,440.104,445.104,5,04:27:57,04:34:56,418.838
90,445.104,450.104,5,04:34:56,04:41:45,408.863
91,450.104,454.43,4.3255,04:41:45,04:48:16,390.843
92,454.43,459.43,5,04:48:16,04:54:58,402.84
93,459.43,464.43,5,04:54:58,05:01:38,400.086
94,464.43,469.43,5,05:01:38,05:09:10,451.376
95,469.43,474.43,5,05:09:10,05:15:51,400.746
96,474.43,479.43,5,05:15:51,05:22:23,392.227
97,479.43,484.43,5,05:22:23,05:28:32,369.425
98,484.43,489.43,5,05:28:32,05:35:34,421.797
99,489.43,494.43,5,05:35:34,05:41:47,373.465
100,494.43,499.43,5,05:41:47,05:48:37,409.175
