round,total_ul_rbg
1,31975
2,37824
3,40423
4,44552
5,51885
6,45435
7,36371
8,37878
9,41255
10,50778
11,45553
12,38884
13,38335
14,47475
15,43529
16,42815
17,41658
18,21739
19,47500
20,55190
21,44500
22,30755
23,49134
24,44092
25,39124
26,43218
27,36016
28,33039
29,45757
30,37507
31,54464
32,23651
33,41294
34,41208
35,42429
36,31857
37,39742
38,38415
39,49993
40,46547
41,28842
42,57531
43,57839
44,45432
45,38861
46,44902
47,46107
48,35444
49,28060
50,37608
51,54532
52,50843
53,41926
54,41225
55,48918
56,30310
57,42801
58,35283
59,38336
60,45892
61,47195
62,40464
63,42376
64,37598
65,45555
66,35239
67,34074
68,40761
69,25755
70,58550
71,21348
72,20922
73,43351
74,34124
75,48367
76,35403
77,45292
78,59544
79,30191
80,33098
81,44970
82,23959
83,32352
84,27705
85,41409
86,49169
87,46177
88,44798
89,52230
90,46878
91,56283
92,38230
93,41901
94,55362
95,41019
96,36582
97,29312
98,46428
99,29427
100,55828
