round,ids
1,2.09303;3.19857;3.67653
2,1.50653;3.98056;4.36207
3,1.41757
4,1.29053;3.81207;3.89357;3.89957
5,2.11557;4.35557;4.43903;4.97053
6,1.68907;3.83407
7,2.37403;3.51103;4.03557
8,1.80257;3.75157
9,4.01607;4.26907
10,3.37457;4.03657;4.10107;4.17407;4.34003
11,2.03707;2.47757;3.62006;3.74807
12,1.37607;2.58303;4.74757
13,1.22753;3.47057;3.51157;3.64757
14,1.81607;4.33957;4.50753
15,3.13457;3.52157;3.97457
16,2.44107;3.62207;4.60557
17,1.30607;2.45407;2.45657
18,1.27157;3.39806
19,1.35157;3.33857;3.84053;4.90007
20,1.91653;4.16256;4.46457;4.92003
21,3.11657;3.35807;3.58557;4.73957
22,1.18507;2.85757
23,2.17303;4.17057;4.19007;4.39753
24,3.57607;3.96207
25,3.74307;3.82153
26,2.13507;3.03507;3.68107;3.83807
27,1.21756;2.80803;4.42057
28,1.29707;3.19453;3.35457
29,3.94506;4.29503;4.32507;4.56606
30,2.09607;3.46007;3.67353
31,1.97807;2.04107;4.20857;4.60557;4.73507
32,2.91653;2.91803
33,1.22557;2.98407;3.03653;3.09957
34,3.28856;3.50357;3.98207
35,1.43407;3.31257;3.49857;3.70957
36,3.50657;3.76803
37,1.65207;2.52107;3.18357;3.18453
38,2.15206;2.43907;4.32157
39,1.18057;4.13256;4.26057
40,1.44907;3.87257;3.88756;4.06607
41,1.70103;2.68107
42,1.39107;4.20403;4.39757;4.71903;4.75557
43,2.64107;2.75453;2.88257;4.17007;4.54807
44,1.89957;1.94956;4.51807;4.59657
45,1.77206;1.87303;3.18607;3.19103
46,3.73553;4.14507;4.16403
47,1.15857;3.33856;3.75307;3.76757;3.81206
48,1.22053;2.75507;3.57507
49,1.82053;2.07053;3.21607
50,3.46207;3.46307;3.53157;3.59653
51,1.16803;3.17857;3.91957;3.92403;4.10057;4.10407
52,1.739;2.19896;3.6975;3.7005;4.447
53,2.6645;2.881;3.4415;3.45996
54,1.755;3.983;4.2025
55,1.2325;3.12697;3.594;3.6655;4.1825
56,1.1715;2.75751;3.1565
57,1.174;2.287;3.0025
58,1.25347;4.2805;4.3405
59,1.25896;3.1375;3.424;3.74996
60,1.24896;3.467;3.698;4.0675
61,1.33196;2.9895;2.9925;3.3675
62,1.3625;3.363;3.5595;3.59546
63,1.835;1.8725;3.62946;4.1275
64,1.4745;2.85346;2.9415
65,2.10996;2.7325;2.803;4.094
66,3.948;3.96346;4.1285
67,1.185;3.0255
68,1.5255;3.5385;3.736;3.736
69,2.175;2.7025
70,1.71351;4.13647;4.2455;4.54897;4.8
71,2.0975;2.481
72,1.21997;2.3065
73,1.6965;2.817;2.97346;4.4415
74,1.889;2.545;3.2175
75,1.141;3.09047;3.224;4.6415
76,2.836;3.85
77,1.364;3.212;3.3855;3.8785
78,1.77197;2.736;3.9785;4.03746;4.09997
79,1.92;2.1705
80,2.9275;2.99047;3.0495
81,1.679;3.0355;3.974
82,2.094
83,1.245;2.38846;3.84096
84,1.6405;2.6575
85,3.4075;4.2435
86,1.19746;2.6425
87,1.4385;3.478;3.6815;4.53996
88,1.1625;3.30396;3.30746;3.647;3.6515
89,2.003;3.297;3.538;4.0575;4.194
90,1.8525;1.86296;3.652;3.798;3.958
91,1.72396;2.06351;4.153;4.2325;4.3255;4.3255
92,1.825;2.0635;3.603;3.607
93,1.546;1.8225;3.406;4.608
94,1.2955;3.4835;4.2085;4.2576;4.64046
95,1.2205;2.9225;4.406
96,1.42;2.899;3.0515;3.1255
97,1.92496;2.3525;2.6345
98,3.536;3.914;3.925;4.6465
99,3.521;3.7895
100,1.389;3.555;3.64996;3.6565
