round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,3633.27,3534.93,3534.93,17.5811,1.62657,15.7348,84.2652,3756,3165,2270792,2209332
1,1,6,5,5.0.0.2,63377.4,5723.03,5723.03,8.22002,0.853329,90.9699,9.03006,37652,3400,39610870,3576895
2,6,11,5,1.0.0.2,4354.25,4250.9,4250.9,20.8,2.11032,1.36745,98.6326,4534,4472,2721407,2656814
2,6,11,5,5.0.0.2,52318.6,5540.61,5540.61,8.10747,0.802809,89.4122,10.5878,31083,3291,32699150,3462880
3,11,16,5,1.0.0.2,3987.19,3780.92,3780.92,18.4301,2.85797,14.2645,85.7355,4711,4039,2491991,2363073
3,11,16,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
4,16,21,5,1.0.0.2,5435.12,5323.88,5323.88,28.1427,1.54909,10.9508,89.0492,5059,4505,3396953,3327426
4,16,21,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
5,21,26,5,1.0.0.2,5901.84,5760.37,5760.37,20.6695,1.88214,1.1404,98.8596,5349,5288,3688651,3600231
5,21,26,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
6,26,31,5,1.0.0.2,5454.92,5270.24,5270.24,26.7721,2.30586,1.63733,98.3627,4886,4806,3409324,3293903
6,26,31,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
7,31,36,5,1.0.0.2,4205.76,4038.49,4038.49,13.3411,1.68657,15,85,5000,4250,2628597,2524058
7,31,36,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
8,36,41,5,1.0.0.2,3797.9,3536.66,3536.66,17.8597,2.21198,13.2559,86.7441,4647,4031,2373686,2210413
8,36,41,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
9,41,46,5,1.0.0.2,4415.91,4176.92,4176.92,25.8393,1.96419,2.35935,97.6407,4408,4304,2759944,2610574
9,41,46,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
10,46,51,5,1.0.0.2,6599.16,6454.5,6454.5,39.1117,1.73454,1.1034,98.8966,5619,5557,4124476,4034059
10,46,51,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
11,51,56,5,1.0.0.2,5380.2,5175.49,5175.49,15.6951,1.82795,1.9451,98.0549,4627,4537,3362625,3234682
11,51,56,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
12,56,61,5,1.0.0.2,4185.53,3962.91,3962.91,18.4458,2.10886,22.362,77.638,4530,3517,2615958,2476818
12,56,61,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
13,61,66,5,1.0.0.2,4795.29,4755.17,4755.17,28.3498,1.51154,0.445696,99.5543,4263,4244,2997059,2971980
13,61,66,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
14,66,71,5,1.0.0.2,5490.57,5332.35,5332.35,20.6908,2.30436,1.38862,98.6114,5185,5113,3431609,3332718
14,66,71,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
15,71,76,5,1.0.0.2,4431.21,4294.85,4294.85,17.5305,2.32168,1.62162,98.3784,4070,4004,2769505,2684281
15,71,76,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
16,76,81,5,1.0.0.2,4354.93,4106.56,4106.56,17.3477,2.45122,7.87191,92.1281,4497,4143,2721829,2566600
16,76,81,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
17,81,86,5,1.0.0.2,5041.1,4801.52,4801.52,28.3716,1.72422,2.40074,97.5993,4332,4228,3150690,3000949
17,81,86,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
18,86,91,5,1.0.0.2,2676.92,2543.73,2543.73,12.966,1.42293,16.9351,83.0649,3726,3095,1673073,1589834
18,86,91,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
19,91,96,5,1.0.0.2,6075.01,5969.62,5969.62,18.1454,1.68284,0.914983,99.085,5246,5198,3796883,3731014
19,91,96,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
20,96,101,5,1.0.0.2,5571.88,5365.44,5365.44,27.1653,1.82666,7.9087,92.0913,5652,5205,3482424,3353399
20,96,101,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
21,101,106,5,1.0.0.2,4841.09,4695.31,4695.31,22.3228,1.96534,11.4349,88.5651,4495,3981,3025682,2934570
21,101,106,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
22,106,111,5,1.0.0.2,3386.43,3243.34,3243.34,14.6517,1.82076,13.3482,86.6518,3596,3116,2116518,2027089
22,106,111,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
23,111,116,5,1.0.0.2,5843.25,5692.42,5692.42,32.8604,1.90227,1.26558,98.7344,5136,5071,3652034,3557762
23,111,116,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
24,116,121,5,1.0.0.2,4626.88,4391.41,4391.41,31.9031,2.72707,11.3422,88.6578,4567,4049,2891800,2744631
24,116,121,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
25,121,126,5,1.0.0.2,4493.28,4260.61,4260.61,21.3536,2.26115,2.42524,97.5748,4247,4144,2808299,2662880
25,121,126,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
26,126,131,5,1.0.0.2,5248.53,4989.22,4989.22,23.4669,1.8732,2.35419,97.6458,4715,4604,3280331,3118260
26,126,131,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
27,131,136,5,1.0.0.2,3854.32,3714.33,3714.33,18.7231,2.02536,3.98395,96.0161,3489,3350,2408951,2321455
27,131,136,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
28,136,141,5,1.0.0.2,4021.92,3911.04,3911.04,20.4383,1.30549,12.0432,87.9568,4077,3586,2513702,2444400
28,136,141,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
29,141,146,5,1.0.0.2,5391.98,5103.9,5103.9,36.6977,1.93885,2.50803,97.492,4984,4859,3369986,3189940
29,141,146,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
30,146,151,5,1.0.0.2,4330.34,4223.41,4223.41,22.339,1.62458,11.4068,88.5932,4208,3728,2706465,2639631
30,146,151,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
31,151,156,5,1.0.0.2,6814.54,6763.89,6763.89,26.4668,1.68442,0.381018,99.619,5774,5752,4259088,4227429
31,151,156,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
32,156,161,5,1.0.0.2,2878.47,2807.02,2807.02,27.8991,2.09609,1.22627,98.7737,2528,2497,1799043,1754386
32,156,161,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
33,161,166,5,1.0.0.2,4793.69,4771.52,4771.52,24.5518,1.6824,0.262536,99.7375,3809,3799,2996058,2982199
33,161,166,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
34,166,171,5,1.0.0.2,4280.67,4126.24,4126.24,22.3142,1.92947,8.28074,91.7193,3961,3633,2675419,2578902
34,166,171,5,5.0.0.2,4688.79,4687.14,4687.14,7.51751,0.540412,0.0717875,99.9282,2786,2784,2930495,2929463
35,171,176,5,1.0.0.2,5117.43,5019.14,5019.14,22.7236,1.57432,9.50135,90.4987,4452,4029,3198395,3136963
